"sites.sitename","variable","Yr","Mo","Value","N.Obs"
"Amacayacu","tmp",1935,2,25.9,3
"Amacayacu","tmp",1935,3,26.4,3
"Amacayacu","tmp",1935,4,25.9,3
"Amacayacu","tmp",1935,5,25.1,3
"Amacayacu","tmp",1935,6,24.8,3
"Amacayacu","tmp",1935,7,25.1,3
"Amacayacu","tmp",1935,8,25.4,3
"Amacayacu","tmp",1935,9,25.8,3
"Amacayacu","tmp",1935,10,25.7,3
"Amacayacu","tmp",1935,11,25.7,3
"Amacayacu","tmp",1935,12,25.9,3
"Amacayacu","tmp",1936,1,25.6,3
"Amacayacu","tmp",1936,2,26.3,3
"Amacayacu","tmp",1936,3,25.9,3
"Amacayacu","tmp",1936,4,25.6,3
"Amacayacu","tmp",1936,5,25.8,3
"Amacayacu","tmp",1936,6,25.3,3
"Amacayacu","tmp",1936,7,25.3,3
"Amacayacu","tmp",1936,8,25.7,3
"Amacayacu","tmp",1936,9,26.2,3
"Amacayacu","tmp",1936,10,25.9,3
"Amacayacu","tmp",1936,11,26.7,3
"Amacayacu","tmp",1936,12,26.2,3
"Amacayacu","tmp",1937,1,25.6,2
"Amacayacu","tmp",1937,2,25.9,3
"Amacayacu","tmp",1937,3,26.3,3
"Amacayacu","tmp",1937,4,25.9,3
"Amacayacu","tmp",1937,5,25.7,3
"Amacayacu","tmp",1937,6,25.3,3
"Amacayacu","tmp",1937,7,25.1,3
"Amacayacu","tmp",1937,8,26,3
"Amacayacu","tmp",1937,9,26.5,3
"Amacayacu","tmp",1937,10,26.6,3
"Amacayacu","tmp",1937,11,27.1,3
"Amacayacu","tmp",1937,12,26.8,3
"Amacayacu","tmp",1938,1,26.2,2
"Amacayacu","tmp",1938,2,26.4,2
"Amacayacu","tmp",1938,3,25.8,3
"Amacayacu","tmp",1938,4,25.5,3
"Amacayacu","tmp",1938,5,25.3,3
"Amacayacu","tmp",1938,6,24.7,3
"Amacayacu","tmp",1938,7,24.7,3
"Amacayacu","tmp",1938,8,25.3,3
"Amacayacu","tmp",1938,9,26.2,3
"Amacayacu","tmp",1938,10,25.7,3
"Amacayacu","tmp",1938,11,25.7,3
"Amacayacu","tmp",1938,12,25.7,3
"Amacayacu","tmp",1939,1,25.4,3
"Amacayacu","tmp",1939,2,25.7,3
"Amacayacu","tmp",1939,3,25.4,3
"Amacayacu","tmp",1939,4,26.3,2
"Amacayacu","tmp",1939,5,25.6,3
"Amacayacu","tmp",1939,6,25.2,3
"Amacayacu","tmp",1939,7,24.9,3
"Amacayacu","tmp",1939,8,25.4,3
"Amacayacu","tmp",1939,9,25.5,3
"Amacayacu","tmp",1939,10,26.3,3
"Amacayacu","tmp",1939,11,26.1,3
"Amacayacu","tmp",1939,12,26,3
"Amacayacu","tmp",1940,1,26.2,3
"Amacayacu","tmp",1940,2,26.6,3
"Amacayacu","tmp",1940,3,26.5,3
"Amacayacu","tmp",1940,4,25.9,3
"Amacayacu","tmp",1940,5,25.9,3
"Amacayacu","tmp",1940,6,25.5,3
"Amacayacu","tmp",1940,7,25.3,3
"Amacayacu","tmp",1940,8,25.2,3
"Amacayacu","tmp",1940,9,25.9,3
"Amacayacu","tmp",1940,10,26.1,3
"Amacayacu","tmp",1940,11,26.3,3
"Amacayacu","tmp",1940,12,25.8,3
"Amacayacu","tmp",1941,1,25.6,3
"Amacayacu","tmp",1941,2,26.5,3
"Amacayacu","tmp",1941,3,26.7,4
"Amacayacu","tmp",1941,4,26.4,4
"Amacayacu","tmp",1941,5,26,4
"Amacayacu","tmp",1941,6,24.9,4
"Amacayacu","tmp",1941,7,25.5,4
"Amacayacu","tmp",1941,8,25.9,4
"Amacayacu","tmp",1941,9,26,4
