"sites.sitename","tmp_mean","tmn.x_mean","tmx_mean","cld_mean","pre_sum","wet_sum","frs_sum","pet_sum_sum","cld_min","cld_max","cld_median","cld_sd","dtr_min","dtr_max","dtr_median","dtr_sd","frs_min","frs_max","frs_median","frs_sd","pre_min","pre_max","pre_median","pre_sd","tmn.x_min","tmn.x_max","tmn.x_median","tmn.x_sd","tmp_min","tmp_max","tmp_median","tmp_sd","tmn.y_min","tmn.y_max","tmn.y_median","tmn.y_sd","tmx_min","tmx_max","tmx_median","tmx_sd","vap_min","vap_max","vap_median","vap_sd","wet_min","wet_max","wet_median","wet_sd"
"Daxinganling",-6.16797626341383,-14.2430955027274,1.90119050538966,55.0650010472252,33114.3005433828,7185.199834132,18779.4098168183,38218.6006008312,20,86.5999984741211,53.1000022888184,14.6500969336972,9.5,23,15.75,2.25839110379891,0,31,28.7349996566772,10.9217180892362,0,210,17.25,45.8252066435175,-43.2000007629395,10.1999998092651,-11.1000003814697,16.7526302038224,-34.5,17,-3.75,16.3647552513542,-43.2000007629395,10.1999998092651,-11.1000003814697,16.7526302038224,-26.6000003814697,25.3999996185303,3.95000004768371,16.084387382621,0,16.5,2.70000004768372,4.90665500595153,0.449999988,21.65999985,7.819999695,5.4744716784167
"Dinghushan",21.7792860542025,18.0688098300071,25.5392861207326,70.6933346430461,123888.801899649,11310.329742778,57.6399983800948,71917.4011875391,21.6000003814697,100,72.5,14.9978874428563,4,12.8000001907349,7.30000019073486,1.32095420253839,0,5.02999973297119,0,0.355432540893514,0.100000001490116,638.5,117.050003051758,122.277600339033,5.20000028610229,25.6000003814697,19.2000007629395,5.70659276568398,9.19999980926514,29.6000003814697,22.9499998092652,5.60108325638017,5.20000028610229,25.6000003814697,19.2000007629395,5.70659276568398,11.6999998092651,33.9000015258789,26.6000003814697,5.57079308368628,6.70000028610229,33.1000022888184,21.3500003814697,7.59915369926214,0.02,31,13.55999947,5.91912685301756
"Doi_Inthanon",23.0408337366013,16.9232145928201,29.2085718631745,54.9685723282042,87022.8016003519,10465.00977031,7.82999980635942,80920.0015268326,3,100,55.25,27.6798328744664,6.5,22.1000003814697,11.5,4.13211649174543,0,1.6599999666214,0,0.0934921288516994,0,389.100006103516,88.1000022888184,95.5727395606275,7.30000019073486,21.8999996185303,18.8000011444092,3.75129978229144,16.3999996185303,28.3999996185303,23.8000011444092,2.33242917860967,7.30000019073486,21.8999996185303,18.8000011444092,3.75129978229144,24.3999996185303,36.4000015258789,28.6000003814697,2.31132331773349,13.1000003814697,27.2000007629395,23.4499998092652,4.08479844755713,0.01,31,10.724999905,9.77289911640176
"Donglingshan",7.56250013647868,1.37678574847856,13.7669049641916,44.8201197499321,33224.8005793616,6251.199863843,11676.3298220485,71407.8013239503,5.40000009536743,81.5,45.7999992370605,14.455700907179,8.5,16.5,12.4000005722046,1.54171020624081,0,31,11.5549993515015,13.1457075008065,0,243,18.8000011444092,48.235026707128,-18.8000011444092,19.3000011444092,2.29999995231628,11.3768391522647,-12.9000005722046,24.5,8.85000038146972,11.1828668351874,-18.8000011444092,19.3000011444092,2.29999995231628,11.3768391522647,-7.09999990463257,29.7000007629395,15.6999998092651,11.0721893327098,0,22.5,4.90000009536743,6.74272538512331,0.01,21.06999969,6.569999695,4.69053856357318
"Fushan",21.2173812718619,18.0505955270359,24.4333337375096,72.2557158152262,142842.702432632,14730.539665713,1.86999996565283,75255.5012376309,42.2000007629395,92.5999984741211,73.4000015258789,9.43986524874003,3.70000004768372,8.30000019073486,6.40000009536743,0.628067869781688,0,1.00999999046326,0,0.0390033308836582,12.6000003814697,688.400024414062,149.650001525879,99.1497557347355,7.90000009536743,24.8000011444092,18.2500009536744,4.31956772543567,11.1999998092651,28.5,21.5,4.40709776585637,7.90000009536743,24.8000011444092,18.2500009536744,4.31956772543567,13.8000001907349,32.2999992370605,24.8000011444092,4.51124231213887,10.4000005722046,30.7000007629395,20.7000007629395,5.56961543701919,4.859999657,29.70999908,17.609999655,4.17719287411055
"Gutianshan",15.820595500086,11.7379764096013,19.9478574380988,66.8830964815049,115360.602131873,11931.259754747,3449.1299286522,64837.6010524631,26,95,67.8000030517578,12.1209866353706,3.79999995231628,12.1999998092651,8.19999980926514,1.18002802734873,0,25.0399990081787,0,6.47580288373944,0.200000002980232,565.400024414062,116.750003814697,93.2806730976684,-3.79999995231628,24.1000003814697,12.1500000953674,8.05052731154706,0.5,28.8000011444092,16.6000003814697,8.02318861912241,-3.79999995231628,24.1000003814697,12.1500000953674,8.05052731154706,3.70000004768372,33.6000022888184,21,8.04594503282863,3.10000014305115,31.3999996185303,14.25,8.2899083422953,0.170000002,27.52999878,14.34999943,4.44056483859994
"Haliburton",4.59440483629171,-1.27845240319591,10.4807144883133,62.4858343850999,80168.9013128281,11592.54975133,13152.4798185695,46503.8007556796,40.7999992370605,83.8000030517578,61.9500007629395,8.22398343686685,5.5,16.8000011444092,12.1000003814697,2.01984384019073,0,31,18.3199996948242,12.7463558640371,13.4000005722046,220.800003051758,92.5,31.6647667992582,-24.8000011444092,14.5,-0.25000000745058,10.3908735857747,-18.2000007629395,21.2000007629395,5.5,10.6235557416473,-24.8000011444092,14.5,-0.25000000745058,10.3908735857747,-11.6000003814697,28.8999996185303,11.1999998092651,10.9821011269285,1.30000007152557,19.2000007629395,6.90000009536743,4.92119307550582,2.769999981,28.59000015,13.644999505,3.67304094768871
"Harvard_Forest",8.64452395822321,2.22869050558656,15.0877383387692,65.8495250384013,77314.6012625694,9380.179799,11047.6397681944,62947.5011278689,44.7999992370605,81.4000015258789,65.9000015258789,5.38247306267201,7.80000019073486,17.8000011444092,13,1.80674606674038,0,31,12.1899995803833,12.1139230422289,4.90000009536743,272.399993896484,86.0999984741211,40.7646784521708,-17,17.5,2,8.94617735428316,-10.3000001907349,23.8000011444092,9.10000038146973,9.46668567523298,-17,17.5,2,8.94617735428316,-4,31.3000011444092,16.0500001907348,10.0664423389435,1.20000004768372,21.2000007629395,7.5,5.59772012518933,4.110000134,18.34000015,11.014999865,2.28406666404014
"Heishiding",21.2964289052146,17.2658336304483,25.3763099261693,72.1815488429297,120628.001965225,11488.549728198,127.379997270182,69093.8011558056,23.2000007629395,99.8000030517578,75.3000030517578,14.5108372770082,4.59999990463257,13,8,1.31009097433615,0,6.71000003814697,0,0.60292169308143,0.5,522.299987792969,111.850002288819,116.52496693888,4.40000009536743,25,18.3000011444092,5.7991214529368,8.40000057220459,29.1000003814697,22.5,5.70826826222885,4.40000009536743,25,18.3000011444092,5.7991214529368,10.8000001907349,33.7000007629395,26.6000003814697,5.69220021113983,6.59999990463257,33.1000022888184,21.0500001907348,7.7099247370972,0.839999974,26.59999847,13.95999956,5.70063703214657
"Hong_Kong",22.9052384308406,19.5801193861734,26.2803575413568,67.2465488343012,158500.802506655,11540.149738018,2.48999998532235,80472.3013448716,23.2000007629395,97.8000030517578,68.7500038146973,13.5795514312622,4.40000009536743,11.1000003814697,6.59999990463257,0.912030568298792,0,1.11000001430511,0,0.0431854242188189,0,839.299987792969,131.200004577637,179.842836265396,7.80000019073486,26.3000011444092,20.5500001907348,5.04349836766629,11.1000003814697,29.8000011444092,24.0500001907348,4.9513891361271,7.80000019073486,26.3000011444092,20.5500001907348,5.04349836766629,13.6999998092651,33.4000015258789,27.3999996185303,4.90286171515221,8.60000038146973,32.7000007629395,22.5,6.82878564159927,0,31,14.06999969,5.74994625014031
"Huai_Kha_Khaeng",25.1130955764226,19.0867860703241,31.1889290809631,57.406667648043,99929.7016085908,10360.79977583,0,84927.6014657021,5.20000028610229,100,56.3000011444092,25.8804264428778,6.80000019073486,20.3999996185303,11.4000005722046,3.79849990162415,0,0,0,0,0,438.600006103516,107.600002288819,104.282933045474,10.3000001907349,23.2000007629395,20.6000003814697,3.07407626626042,19.3999996185303,30.3000011444092,25.3999996185303,1.92369825421144,10.3000001907349,23.2000007629395,20.6000003814697,3.07407626626042,26.3000011444092,38.1000022888184,30.3500003814697,2.27311268893312,14.9000005722046,31.2000007629395,26.8000011444092,3.60628320615773,0.01,31,11.014999865,9.50493662029255
"Ilha_do_Cardoso",20.8419051567714,16.7983336403256,24.9541670367831,65.0163102831159,148236.702516556,15895.409641745,0,71610.0012348891,45.1000022888184,77.8000030517578,65.8000030517578,5.41636486366867,5.70000028610229,11.3000001907349,8.10000038146973,0.864566310109563,0,0,0,0,11.8000001907349,556.299987792969,158.550003051758,100.966129329387,10.1999998092651,22.8000011444092,16.7500009536744,2.87577901274839,14.6000003814697,26.8000011444092,20.7000007629395,2.76457778723035,10.1999998092651,22.8000011444092,16.7500009536744,2.87577901274839,18.8000011444092,30.8999996185303,24.7000007629395,2.72596342127619,14.1999998092651,29.3000011444092,19.8000011444092,3.33453022866471,2.99000001,31,19.69999981,5.57329761386491
"Indian_Cave",11.5576192417759,5.14857151613881,17.994762208907,58.2875007629395,56336.9010272548,7007.769846463,9242.67980547249,78920.7013270557,28.8999996185303,83,59.4000015258789,7.75865406163846,7.30000019073486,19.1000003814697,12.9000005722046,1.74971615779381,0,31,4.20000004768371,12.041681033844,0,277.700012207031,57.4500007629395,50.3647786958667,-17.3000011444092,22,5.59999990463257,10.1332940763474,-12.1000003814697,28.8999996185303,12.8500003814698,10.4103273455888,-17.3000011444092,22,5.59999990463257,10.1332940763474,-7,36.4000015258789,19.7000007629395,10.7738393389378,1.80000007152557,27,9.25,6.80993537585636,0.119999997,16.61999893,8.269999504,2.7105912575235
"Ituri_(Edoro_and_Lenda)",23.8702384857904,18.1628575313659,29.6289289565314,69.5702395393735,98972.001496315,11280.749755498,0,81219.301157713,53.4000015258789,99.3000030517578,69.5999984741211,5.39894908744806,9.40000057220459,14,11.4000005722046,0.956879022875818,0,0,0,0,10.8000001907349,257.200012207031,120.150001525879,43.8329859433995,15.8000001907349,21.1000003814697,18,0.771884618539561,21.6000003814697,27.2000007629395,23.8000011444092,0.872446684931093,15.8000001907349,21.1000003814697,18,0.771884618539561,26.6000003814697,33.7999992370605,29.6000003814697,1.17774712252148,18.7000007629395,26.2000007629395,22.1000003814697,0.929779837239552,2.220000029,22.6099987,13.67999935,3.507096356414
"Jianfengling",24.5638099045981,21.1465479884829,28.0307146821703,68.858453752881,149436.602464318,7896.739823698,0,83220.9010742903,30.8000011444092,93.8000030517578,69.2500038146973,10.5065201567751,4.90000009536743,10.4000005722046,6.80000019073486,0.841404298830878,0,0,0,0,1.30000007152557,754.299987792969,146.050003051758,147.881861252237,11.8000001907349,26.3000011444092,22,3.5582116426858,15.6000003814697,29.6000003814697,25.5,3.38122136304346,11.8000001907349,26.3000011444092,22,3.5582116426858,18.3000011444092,32.9000015258789,29,3.24736028876159,12.6000003814697,30.8999996185303,25.2000007629395,4.56885481673294,0.089999996,24.39999962,8.8549995425,4.5717966043544
"Kenting",23.4273813463393,20.0442860444387,26.8601194359007,67.4866679918198,158002.102825165,13007.949731235,0,83345.701245308,43.9000015258789,88,67.5,6.96411833638786,5.20000028610229,8.5,6.80000019073486,0.511371772257814,0,0,0,0,16.5,789.100036621094,144.450004577636,135.309360300287,11.1999998092651,25.2000007629395,20.5,3.43613495502179,14.9000005722046,28.8999996185303,24,3.40377518769973,11.1999998092651,25.2000007629395,20.5,3.43613495502179,18.6000003814697,32.7000007629395,27.5,3.39311753567262,13.3000001907349,31.3999996185303,23.7000007629395,4.8176274819889,3.909999847,31,15.274999615,4.68906451969512
"Khao_Chong",26.9452384767078,22.2804765610468,31.6592862378983,70.8519060089475,157029.702442348,12429.499730912,0,85739.1015386582,32.6000022888184,95.7000045776367,75.3000030517578,12.3002680404088,6.40000009536743,13.6999998092651,8.90000057220459,1.48500764303233,0,0,0,0,0.600000023841858,579.200012207031,190.350006103516,111.81228045408,19.2000007629395,24.3000011444092,22.3999996185303,0.873241320436935,24.3999996185303,29.6000003814697,26.8999996185303,0.889872113387405,19.2000007629395,24.3000011444092,22.3999996185303,0.873241320436935,27.8999996185303,35.5,31.5,1.38806768353713,23.2000007629395,32.9000015258789,29,1.70264639703215,0.469999999,28.15999985,16.715000155,6.39925098356083
"Korup",25.5301194463458,21.0830956186567,30.0172623157501,83.1869063649859,175601.302627414,12669.859745049,0,71569.9009156227,52.5,100,83.0499992370605,10.8166217903877,5.59999990463257,13.1000003814697,8.90000057220459,1.66592775315024,0,0,0,0,0,986,210.150001525879,152.397164398611,18.5,22.8000011444092,21.2000007629395,0.739309921079792,23.3000011444092,28.1000003814697,25.3999996185303,0.965845819229859,18.5,22.8000011444092,21.2000007629395,0.739309921079792,26.3999996185303,33.9000015258789,30.1000003814697,1.65007311854536,22.3999996185303,29.6000003814697,27.1000003814697,1.13402992283766,0,30.87999916,17.21999931,8.4401230339197
"Kuala_Belalong",26.5690479891641,22.4414289451781,30.7479765710377,68.4430966013954,266232.904495239,16367.409619023,0,83118.2012836934,44.5,95.3000030517578,68.6500015258789,6.28499008430831,5.5,10.5,8.40000057220459,0.609552504553337,0,0,0,0,17.8000011444092,974.5,314.850006103516,129.349795019906,20.8999996185303,24,22.3999996185303,0.448595111892071,24.7000007629395,28.3000011444092,26.6000003814697,0.515730179520979,20.8999996185303,24,22.3999996185303,0.448595111892071,27.5,32.6000022888184,30.8000011444092,0.716863636891413,26.8000011444092,32.1000022888184,29.3999996185303,0.77815060024101,3.649999857,31,19.68499947,4.89323484024479
"La_Planada",16.2225003492265,11.2107144775845,21.2839289528983,80.2897633325486,114524.301889181,12154.499713413,0.539999982342124,66744.001240015,53.2000007629395,100,80.7000045776367,5.68981406619332,5.30000019073486,13.1000003814697,10,1.04121695061941,0,0.149999991059303,0,0.00664553349220588,3.70000004768372,393.899993896484,136.400009155273,66.1970266226544,9.19999980926514,15,11.1999998092651,0.740665859253006,14.6000003814697,17.8000011444092,16.2000007629395,0.549335742487818,9.19999980926514,15,11.1999998092651,0.740665859253006,18.7000007629395,23.2000007629395,21.3000011444092,0.773436380347055,12.5,17.6000003814697,15,0.864012032359127,2.429999828,24.92000008,15.284999845,4.29451801028182
"Lambir",26.3132146472023,22.3813099497841,30.2975003742037,70.3326205526079,218390.103811264,16739.699648402,0,79555.6012995243,44.1000022888184,97.7000045776367,70.4000015258789,5.91164078530385,5.40000009536743,10.5,7.90000009536743,0.549243537077573,0,0,0,0,14.1000003814697,1037,252.800003051757,115.366248923289,20.5,24.1000003814697,22.3999996185303,0.499220564181502,24.3000011444092,28,26.3000011444092,0.593813296101825,20.5,24.1000003814697,22.3999996185303,0.499220564181502,27,32.2999992370605,30.3999996185303,0.781936082903981,26.8999996185303,32.2999992370605,29.6000003814697,0.77326453535707,4.179999828,31,19.79999924,5.02918737570143
"Laupahoehoe",18.703571785064,14.7614288296018,22.6954765864781,68.8670247532072,143639.402451515,17147.719632202,0,74932.9011582136,56.9000015258789,80.5999984741211,68.8000030517578,5.45314878690854,5.70000028610229,10.5,7.90000009536743,0.732821775574582,0,0,0,0,13.1000003814697,899.5,144.250007629395,111.42363504843,10.4000005722046,18.3999996185303,14.9000005722046,1.47525090561572,15,22.1000003814697,18.7000007629395,1.37026543305543,10.4000005722046,18.3999996185303,14.9000005722046,1.47525090561572,19.3000011444092,25.8999996185303,22.6000003814697,1.35739831722988,13.6999998092651,21.3999996185303,17.3000011444092,1.26111700321844,3.639999866,31,20.57999992,5.37150727643686
"Lienhuachih",16.4076193366732,13.1183335622152,19.7451194047928,70.6677394412813,140475.902331829,13788.629692071,290.019993016496,61948.9011842013,41.7999992370605,93.7000045776367,70.9000015258789,8.6830359135984,4.40000009536743,9.5,6.59999990463257,0.976192983342891,0,8.78999996185303,0,0.886477753060339,4,624.299987792969,127.650001525879,126.519117823528,3.5,19.1000003814697,13.4000005722046,4.02625445110832,7.30000019073486,22.3999996185303,16.8000011444092,3.63692026448689,3.5,19.1000003814697,13.4000005722046,4.02625445110832,10.6000003814697,25.8000011444092,20.2000007629395,3.27361694168927,7.40000009536743,24.8999996185303,15.3000001907349,4.59684111194637,2.429999828,31,16.22999954,5.64007308919426
"Lilly_Dickey_Woods",11.675238305011,5.72702390846043,17.6555955365389,65.3951201893034,76776.901432991,8989.369806269,8472.75983317196,68044.1011625976,32.2000007629395,85.5999984741211,65.8500022888184,8.62965581910415,7.40000009536743,18.7000007629395,11.9000005722046,1.72819326853696,0,31,4.08999967575073,11.1643889102561,5.5,257.600006103516,85.7000045776367,44.781311057659,-17.5,21,5.70000028610229,9.03850057026685,-11.6000003814697,27.2000007629395,12.4000005722046,9.42256109157179,-17.5,21,5.70000028610229,9.03850057026685,-5.80000019073486,33.9000015258789,19.1000003814697,9.88770056930579,1.70000004768372,26.2000007629395,9.80000019073486,6.5207374900811,4.739999771,18.90999985,10.654999735,2.35250335140695
"Luquillo",25.6094051406497,22.4288099152701,28.8411908626557,59.7133342969985,163243.602730751,15022.829661069,0,85868.701145649,39,78.8000030517578,59.2999992370605,8.87927611357201,4.09999990463257,8.40000057220459,6.5,0.566160622962019,0,0,0,0,9.19999980926514,771.299987792969,176.250007629395,110.270461227916,18.8999996185303,25.3000011444092,22.7000007629395,1.46950031502699,22,28.3000011444092,25.8000011444092,1.42500054722753,18.8999996185303,25.3000011444092,22.7000007629395,1.46950031502699,24.8000011444092,31.3999996185303,29.1000003814697,1.43771554082824,23.3000011444092,33.1000022888184,29,2.40537192779682,3.119999886,30.76000023,17.78999901,4.41228993308733
"Manaus",27.2811908540272,23.0791670322418,31.5305957635244,81.5810729571751,148595.602480412,16878.189678333,0,80770.4011824131,58.2999992370605,97.8000030517578,84.8000030517578,10.1832828391072,6.40000009536743,11.9000005722046,8.30000019073486,0.999927486858686,0,0,0,0,2.90000009536743,500.200012207031,165.5,101.301337250352,21.1000003814697,25.5,23,0.721742557288272,25.3999996185303,30.1000003814697,27.2000007629395,0.801014594169199,21.1000003814697,25.5,23,0.721742557288272,29.2000007629395,35.2999992370605,31.3999996185303,1.12657987156118,24.8000011444092,34.6000022888184,29.8999996185303,1.44475409379155,0.239999995,31,20.454999925,7.30339196454153
"Michigan_Big_Woods",9.7214287290527,4.46773818317091,15.0046431047044,66.6572630700611,59430.90097332,9543.359790565,9425.19981327653,66905.7011347711,43.1000022888184,90.7000045776367,66.3000030517578,9.4088691461854,4.90000009536743,16,10.9000005722046,2.14712492323416,0,31,7.1399998664856,11.6379363182622,5.5,184.400009155273,68.7000007629395,31.6915913027562,-15.3000001907349,19.6000003814697,4.09999990463257,9.02937322660696,-11.1000003814697,26,10.1000003814697,9.80913786646106,-15.3000001907349,19.6000003814697,4.09999990463257,9.02937322660696,-7,32.4000015258789,16.1000003814697,10.6657782495162,1.5,22.8999996185303,8.30000019073486,5.621680570694,2.429999828,21.34000015,11.13999939,3.08550333413002
"Mo_Singto",27.3085717950549,22.2345242046175,32.4361910592942,60.896667776789,119135.701880917,9470.159784381,0,90843.9014451504,15.4000005722046,99.9000015258789,60.9500007629395,19.9885450605876,6.70000028610229,15.8000001907349,9.90000057220459,2.16374332390122,0,0,0,0,0,551.799987792969,122.300003051758,126.026456349275,14.4000005722046,25.3999996185303,23.1000003814697,2.06354324047754,21.8000011444092,31.6000003814697,27.3999996185303,1.59328085604981,14.4000005722046,25.3999996185303,23.1000003814697,2.06354324047754,28,37.9000015258789,32,1.7767402545474,15.3000001907349,33.5,28.8500003814697,3.87975918185215,0,28.78999901,11.694999695,8.03248890666221
"Mpala",17.3317860875811,9.75904780342465,24.9548813320342,69.2072632335481,58033.801042676,10505.359778651,186.359995359555,93050.9010579586,39.7000007629395,92.9000015258789,69.3500022888184,7.03371663532528,11.9000005722046,19.6000003814697,14.8000001907349,1.61930242661334,0,3.55999994277954,0.00999999977648258,0.463268553587125,0.5,362.899993896484,61.0500011444092,46.7087506069853,6,13,9.80000019073486,1.17980183179835,14.6999998092651,19.8999996185303,17.3000011444092,0.872887436082838,6,13,9.80000019073486,1.17980183179835,21.6000003814697,28.3000011444092,24.8999996185303,1.20106229128597,8.90000057220459,17.3000011444092,12.8000001907349,1.24449556704989,0.280000001,30,12.375,4.85912776606314
