"Description: Standardized Precipitation Evapotranspiration Index (SPEI) at timescales between 1 and 48 months. Each column is a time series of monthly SPEI values starting on January 1901. Units: standard (Z) scores, i.e. normally distributed values with mean 0 and unit standard deviation. Missing value: NA. Not a number: nan. Version: 2.5 - July 2017. Comment: Using Penman equation for ET. Creators: Santiago Beguería - santiago.begueria_add_the_at_symbol_csic.es and Sergio Vicente-Serrano - svicen_add_the_at_symbol_ipe.csic.es."
SPEI01,SPEI02,SPEI03,SPEI04,SPEI05,SPEI06,SPEI07,SPEI08,SPEI09,SPEI10,SPEI11,SPEI12,SPEI13,SPEI14,SPEI15,SPEI16,SPEI17,SPEI18,SPEI19,SPEI20,SPEI21,SPEI22,SPEI23,SPEI24,SPEI25,SPEI26,SPEI27,SPEI28,SPEI29,SPEI30,SPEI31,SPEI32,SPEI33,SPEI34,SPEI35,SPEI36,SPEI37,SPEI38,SPEI39,SPEI40,SPEI41,SPEI42,SPEI43,SPEI44,SPEI45,SPEI46,SPEI47,SPEI48
1.19639,1.2279,1.0571,1.16584,0.80244,1.36405,1.1004,0.8418,1.06634,1.01231,0.92366,1.17453,1.12159,0.87743,0.89503,1.34779,1.23846,0.98426,1.00362,0.98002,1.00103,0.85517,0.9584,0.86825,0.63383,0.59289,0.72307,1.02823,0.88434,0.66932,0.57401,0.47481,0.38681,0.29814,0.2043,0.30419,0.22269,0.01381,-0.0231,0.07177,0.13966,0.22907,0.11765,0.15213,-0.0251,-0.05206,0.1788,0.03794
0.08044,0.91838,0.9964,0.8852,1.01118,0.71027,1.26853,1.01408,0.7713,0.99292,0.95468,0.8675,1.1094,1.05114,0.81172,0.8274,1.27871,1.17717,0.91632,0.94307,0.91933,0.94257,0.80315,0.90647,0.81703,0.59805,0.55024,0.67685,0.98112,0.84324,0.62635,0.53008,0.43267,0.34995,0.26574,0.17397,0.2748,0.19195,-0.00993,-0.0459,0.04611,0.1129,0.19864,0.09238,0.1252,-0.04416,-0.07093,0.15119
-1.68399,-1.06217,0.16746,0.39171,0.32224,0.50284,0.25631,0.92918,0.68592,0.43267,0.68745,0.65572,0.57555,0.85575,0.80115,0.54327,0.54555,1.03539,0.95378,0.69202,0.72448,0.70694,0.73717,0.58724,0.70609,0.62146,0.39118,0.34082,0.47247,0.79666,0.65974,0.44354,0.34367,0.24095,0.15824,0.07136,-0.02371,0.08485,0.00029,-0.20046,-0.23729,-0.1348,-0.06654,0.02592,-0.07735,-0.04424,-0.21449,-0.24129
-0.85442,-1.71367,-1.31584,-0.17204,0.10101,0.04579,0.25277,0.0305,0.7698,0.53188,0.27253,0.53173,0.51099,0.43759,0.73781,0.67756,0.41694,0.41343,0.9074,0.83799,0.57548,0.61673,0.59982,0.63464,0.48306,0.61145,0.53236,0.3029,0.25425,0.3816,0.70921,0.57791,0.3604,0.26281,0.16246,0.07731,-0.01047,-0.10355,0.00795,-0.07516,-0.27207,-0.31007,-0.20556,-0.13426,-0.03919,-0.14264,-0.10793,-0.27787
1.60073,0.74808,-0.30069,-0.2313,0.46967,0.59909,0.52162,0.70515,0.48182,1.07539,0.86218,0.64281,0.84645,0.81568,0.74721,0.98368,0.92219,0.69125,0.69423,1.13267,1.04726,0.79426,0.8289,0.80638,0.83666,0.69936,0.81399,0.73179,0.5197,0.47121,0.59001,0.89134,0.76243,0.54461,0.44937,0.3494,0.27252,0.19213,0.09476,0.19883,0.11519,-0.08114,-0.12242,-0.02953,0.0375,0.12448,0.02067,0.05638
-1.38117,0.41134,-0.16778,-0.97764,-0.79821,0.01073,0.21196,0.14243,0.33367,0.14396,0.80229,0.58713,0.3634,0.59407,0.56991,0.49926,0.77313,0.71634,0.47947,0.47688,0.94175,0.87268,0.62556,0.66142,0.64316,0.67859,0.53119,0.6564,0.57918,0.36512,0.31872,0.44143,0.75483,0.62491,0.40635,0.30714,0.20462,0.12311,0.03783,-0.06305,0.04523,-0.03275,-0.22897,-0.27049,-0.16719,-0.10068,-0.00337,-0.10886
0.82723,-0.35119,0.7134,0.25488,-0.47461,-0.36482,0.2869,0.40088,0.34423,0.51767,0.33793,0.93231,0.73161,0.51947,0.71935,0.69327,0.62156,0.87079,0.81597,0.58479,0.58606,1.04131,0.96292,0.71516,0.75009,0.73356,0.76476,0.62059,0.74866,0.66629,0.44898,0.40714,0.52494,0.83498,0.70232,0.48079,0.38305,0.2828,0.2039,0.11693,0.01597,0.12067,0.04521,-0.15296,-0.19075,-0.09269,-0.02991,0.06269
0.93263,1.15513,0.38857,1.09173,0.74219,0.07796,0.11688,0.63906,0.68686,0.61723,0.75463,0.58892,1.08795,0.89573,0.70277,0.88664,0.85944,0.79296,1.01176,0.95958,0.74682,0.76216,1.16772,1.08856,0.85383,0.88565,0.8741,0.89945,0.76538,0.88502,0.79992,0.5956,0.5566,0.67544,0.96068,0.83233,0.6149,0.5201,0.42607,0.35077,0.26768,0.1661,0.26331,0.17677,-0.01916,-0.06042,0.03045,0.08878
2.06998,2.15734,2.14147,1.76632,1.95926,1.68073,1.26216,1.14065,1.39835,1.48726,1.48006,1.57061,1.3216,1.66178,1.4989,1.32572,1.44453,1.41167,1.34484,1.49815,1.45384,1.29143,1.31998,1.64024,1.52587,1.30953,1.32996,1.31781,1.3299,1.21898,1.32459,1.24075,1.06317,1.03519,1.13912,1.3646,1.24229,1.04522,0.9594,0.87201,0.802,0.72967,0.63826,0.71262,0.63047,0.44443,0.40774,0.47319
0.63963,2.0092,2.09933,2.16028,1.80982,1.98313,1.71943,1.33661,1.21696,1.45996,1.52056,1.54015,1.60377,1.36588,1.6782,1.52722,1.37187,1.484,1.45824,1.39495,1.54593,1.50384,1.34373,1.37037,1.66694,1.56473,1.35777,1.37337,1.36256,1.373,1.265,1.35984,1.28086,1.11527,1.08678,1.18446,1.40105,1.2847,1.0976,1.01778,0.92938,0.86136,0.79322,0.70607,0.77652,0.69081,0.50737,0.47307
-0.73995,-0.13975,1.49901,1.61694,1.70072,1.3308,1.62217,1.38992,1.00922,0.94149,1.22563,1.29853,1.29957,1.36712,1.16264,1.51619,1.36328,1.20819,1.33674,1.31803,1.25353,1.41766,1.37449,1.21665,1.23721,1.53913,1.45238,1.24551,1.26697,1.25526,1.27211,1.15967,1.26421,1.18649,1.01464,0.98317,1.08372,1.31111,1.19052,1.00099,0.9181,0.82786,0.75854,0.68602,0.59389,0.66778,0.57761,0.39221
-0.7512,-1.15293,-0.6659,1.02475,1.20031,1.30471,0.96397,1.2957,1.0872,0.7221,0.70523,1.01563,1.08401,1.05081,1.11977,0.96782,1.33458,1.19247,1.04199,1.18166,1.15511,1.08357,1.24859,1.20052,1.04508,1.06587,1.37988,1.30082,1.08703,1.11795,1.10714,1.12691,1.01106,1.11711,1.04304,0.86147,0.82959,0.92765,1.15917,1.04239,0.85375,0.77267,0.68716,0.62276,0.55141,0.46113,0.53812,0.45497
1.6598,1.01126,0.51795,0.68808,1.68828,1.72985,1.7879,1.54648,1.74222,1.55814,1.26139,1.1971,1.40867,1.47721,1.48675,1.52127,1.34621,1.61564,1.50484,1.36718,1.46981,1.44575,1.3881,1.50777,1.47438,1.34507,1.36326,1.63485,1.54581,1.35297,1.37163,1.35947,1.37689,1.27811,1.36732,1.29897,1.14525,1.11564,1.20649,1.39912,1.28877,1.11961,1.04554,0.96348,0.90253,0.83819,0.75258,0.81677
1.93024,2.13202,1.70063,1.37576,1.48941,2.10523,2.10109,2.13314,1.92296,2.0329,1.88293,1.65694,1.56463,1.71437,1.81864,1.85639,1.86218,1.66464,1.87804,1.7791,1.63905,1.71212,1.69229,1.64442,1.73477,1.70683,1.60965,1.63326,1.87512,1.7748,1.58665,1.59748,1.57884,1.59224,1.50609,1.58155,1.51522,1.37457,1.34465,1.43052,1.59848,1.4923,1.34035,1.26859,1.19137,1.13033,1.07438,0.99554
1.66525,2.31075,2.39936,2.03825,1.73312,1.8294,2.27434,2.2303,2.22549,2.05981,2.15593,2.03376,1.84108,1.75038,1.87611,1.98248,2.04877,2.04993,1.83136,2.00601,1.9028,1.78247,1.84466,1.82694,1.78746,1.86118,1.827,1.75366,1.78599,2.01427,1.90058,1.71469,1.72601,1.70247,1.71042,1.63334,1.70308,1.63734,1.50627,1.47516,1.56375,1.71819,1.61323,1.46666,1.3934,1.31848,1.25717,1.20517
0.21477,1.21229,1.90629,2.23722,1.93955,1.66509,1.75146,2.24657,2.18329,2.21164,2.03291,2.14685,2.00386,1.81615,1.7203,1.85996,1.93591,1.99172,2.00077,1.80688,1.98798,1.90128,1.77728,1.84888,1.82573,1.79271,1.86283,1.83029,1.73928,1.76892,1.99365,1.90451,1.71932,1.73022,1.69845,1.7042,1.63081,1.6943,1.62593,1.5028,1.471,1.55446,1.70646,1.59686,1.45204,1.38044,1.30694,1.24935
0.07963,0.13719,1.04443,1.69655,2.0769,1.83409,1.59142,1.67688,2.1686,2.10302,2.1393,1.96243,2.08254,1.95944,1.78406,1.70152,1.84283,1.91757,1.95332,1.96533,1.77961,1.95919,1.86527,1.74477,1.81767,1.79536,1.76306,1.84298,1.8067,1.71875,1.7491,1.97756,1.88629,1.70839,1.72124,1.68942,1.69336,1.61609,1.68383,1.61395,1.49044,1.45652,1.54416,1.69842,1.58973,1.44391,1.37331,1.29663
-0.20354,-0.12403,-0.04931,0.79187,1.52025,1.94222,1.6603,1.45131,1.5693,2.05222,2.04094,2.06379,1.88808,2.0088,1.89123,1.71627,1.64616,1.79596,1.8602,1.89164,1.91188,1.72752,1.89883,1.81302,1.69761,1.77312,1.75674,1.72701,1.81246,1.76795,1.68688,1.71685,1.93066,1.85345,1.67888,1.68974,1.66282,1.66789,1.59482,1.66265,1.5924,1.46262,1.43024,1.51975,1.67049,1.56602,1.41516,1.34668
1.63388,1.23033,1.05415,0.96021,1.39274,1.79289,2.07969,1.9485,1.79468,1.89793,2.22602,2.19288,2.21746,2.0542,2.15652,2.05566,1.9106,1.84355,1.97781,2.06701,2.12632,2.14931,1.9412,2.07254,2.00152,1.89612,1.96411,1.94691,1.92579,2.00155,1.95249,1.87609,1.91278,2.12398,2.03725,1.86172,1.86397,1.82713,1.82527,1.75685,1.82508,1.75389,1.62355,1.59414,1.68547,1.82897,1.72543,1.57792
0.21942,1.32413,1.07948,0.98577,0.93568,1.3308,1.7213,1.99902,1.86767,1.74519,1.82911,2.15724,2.16228,2.17903,2.02835,2.1266,2.02982,1.87451,1.8152,1.94537,2.03699,2.06941,2.09124,1.90807,2.03815,1.97289,1.86891,1.93918,1.92595,1.91101,1.97695,1.9377,1.86465,1.89661,2.09027,2.02067,1.85501,1.86219,1.82434,1.82401,1.7575,1.82412,1.757,1.6358,1.60498,1.69983,1.8433,1.74622
-0.0175,0.01896,0.89586,0.74299,0.71852,0.70591,1.10239,1.61111,1.92033,1.79474,1.67816,1.7698,2.19568,2.18414,2.22378,2.04481,2.13477,2.02408,1.84167,1.77409,1.91686,1.98204,2.00459,2.02206,1.84102,1.99235,1.91297,1.81643,1.88415,1.86866,1.85797,1.93314,1.90414,1.8213,1.84601,2.03356,1.96878,1.81349,1.82356,1.78898,1.78981,1.72172,1.78643,1.71625,1.59504,1.56263,1.65679,1.80429
-0.24356,-0.24368,-0.16006,0.63687,0.5127,0.52985,0.54325,0.94802,1.48943,1.83339,1.65114,1.54665,1.61728,2.07864,2.0717,2.10476,1.94937,2.04363,1.93998,1.76513,1.71361,1.86794,1.91698,1.92611,1.93548,1.77908,1.94393,1.85235,1.75935,1.82538,1.80333,1.78372,1.85548,1.83636,1.75196,1.78225,1.9718,1.9148,1.76956,1.77772,1.74563,1.746,1.67855,1.74361,1.67423,1.55398,1.52408,1.61352
0.89171,0.39461,0.18228,0.19357,0.85647,0.75159,0.73536,0.731,1.0804,1.54215,1.83643,1.70303,1.64668,1.71103,2.10404,2.12614,2.16228,2.007,2.08385,1.9935,1.83714,1.77989,1.92949,1.9762,1.97512,1.98491,1.83956,1.99809,1.90961,1.81884,1.87991,1.85691,1.84261,1.91675,1.89586,1.82214,1.85935,2.0422,1.97754,1.84146,1.85092,1.81749,1.81565,1.75144,1.8138,1.75024,1.64287,1.61272
-0.56436,0.14122,-0.12413,-0.20719,-0.10946,0.53233,0.44267,0.4505,0.44289,0.83225,1.3337,1.66039,1.50134,1.40074,1.47128,1.88429,1.92826,1.97019,1.83503,1.94066,1.84969,1.6887,1.63062,1.77554,1.84973,1.8394,1.85458,1.71876,1.88224,1.80065,1.70555,1.7797,1.75505,1.73729,1.82053,1.79751,1.70922,1.74169,1.91694,1.85085,1.70855,1.72438,1.69148,1.69119,1.62724,1.68529,1.62834,1.51716
0.36601,-0.29333,0.19976,-0.0056,-0.06461,0.00116,0.54941,0.47649,0.46957,0.46001,0.81688,1.30968,1.64671,1.49377,1.38487,1.42949,1.83612,1.86921,1.9236,1.77799,1.88675,1.8028,1.64536,1.58958,1.73701,1.80368,1.79018,1.81234,1.68049,1.84222,1.76106,1.6721,1.74899,1.73417,1.71413,1.80174,1.77618,1.68385,1.70971,1.8824,1.82392,1.69125,1.70011,1.67692,1.67469,1.60931,1.66289,1.60409
-0.94093,-0.35414,-0.74007,-0.28235,-0.42054,-0.41706,-0.30179,0.2519,0.18856,0.20222,0.20963,0.57187,1.09877,1.48936,1.31873,1.17389,1.21908,1.68982,1.73952,1.79564,1.6379,1.75291,1.67017,1.50218,1.452,1.60243,1.67695,1.66647,1.68796,1.56354,1.73819,1.65459,1.56205,1.64408,1.63088,1.60653,1.69859,1.6685,1.56689,1.59011,1.77213,1.71672,1.58003,1.58981,1.56997,1.56899,1.50108,1.55908
1.76497,0.61995,0.5638,0.04936,0.40827,0.26243,0.21144,0.25668,0.72176,0.65628,0.6488,0.63625,0.9342,1.36202,1.69021,1.55526,1.45061,1.47932,1.86966,1.89408,1.93079,1.79493,1.89401,1.81923,1.67074,1.61534,1.74397,1.82872,1.83016,1.8517,1.71584,1.86693,1.79083,1.69812,1.76937,1.7607,1.73749,1.81959,1.79438,1.69688,1.72761,1.89501,1.83856,1.70682,1.70894,1.68734,1.68186,1.61987
0.38553,1.36075,0.64765,0.59926,0.12134,0.45253,0.32947,0.27464,0.32851,0.78178,0.71674,0.69687,0.68811,0.97404,1.37424,1.69515,1.54948,1.44858,1.47793,1.85871,1.89129,1.94197,1.80281,1.91003,1.83047,1.69077,1.63422,1.7612,1.8236,1.82425,1.84883,1.73434,1.88091,1.80511,1.70522,1.77207,1.76581,1.73841,1.81239,1.79325,1.69673,1.7249,1.88908,1.82482,1.69459,1.69607,1.67243,1.66872
-1.05805,-0.46732,0.79985,0.20973,0.23402,-0.19686,0.11846,0.02894,0.00904,0.10313,0.57671,0.52506,0.50296,0.49939,0.81267,1.24229,1.58646,1.42959,1.30288,1.33727,1.74922,1.78759,1.83401,1.6966,1.81195,1.73167,1.5871,1.54089,1.67096,1.73505,1.73376,1.76066,1.64727,1.81107,1.73506,1.63381,1.70382,1.69345,1.66901,1.7481,1.72838,1.6257,1.65586,1.82817,1.76719,1.63206,1.63919,1.61363
-0.12897,-0.86608,-0.52047,0.5894,0.11244,0.16461,-0.22059,0.07613,-0.02317,-0.02979,0.04551,0.52282,0.4779,0.46072,0.45817,0.76274,1.1984,1.54768,1.38979,1.26299,1.30074,1.70424,1.73976,1.7882,1.65654,1.77266,1.69937,1.55954,1.52038,1.64139,1.70783,1.70735,1.72745,1.62502,1.78381,1.70804,1.61299,1.68271,1.67614,1.65253,1.73092,1.70242,1.60264,1.63542,1.80281,1.74684,1.60503,1.61376
-1.54581,-1.21353,-1.59367,-1.3075,-0.10574,-0.45537,-0.31643,-0.64448,-0.35878,-0.45865,-0.42857,-0.31948,0.20018,0.15368,0.13796,0.14244,0.48292,0.97627,1.37183,1.19806,1.04489,1.09442,1.57033,1.61345,1.6774,1.54618,1.68026,1.59888,1.44612,1.40867,1.54653,1.61149,1.60476,1.62637,1.52211,1.70401,1.61768,1.51498,1.5923,1.58473,1.55913,1.65091,1.61387,1.506,1.53449,1.71926,1.66651,1.51545
0.37605,-0.63308,-0.6948,-1.08906,-0.89027,0.07796,-0.23394,-0.11953,-0.47345,-0.22328,-0.31346,-0.28236,-0.20197,0.26931,0.22192,0.21575,0.21742,0.53708,1.00209,1.37795,1.2116,1.07106,1.11324,1.56972,1.61145,1.67551,1.55015,1.68039,1.60445,1.46233,1.41837,1.55669,1.62228,1.61631,1.63026,1.53681,1.71559,1.6353,1.5342,1.61039,1.6039,1.57889,1.6696,1.64032,1.53197,1.56328,1.74675,1.70044
1.03223,0.90918,0.1853,0.06808,-0.24041,-0.12333,0.48951,0.18267,0.26987,-0.09463,0.10946,0.01166,0.01014,0.07078,0.48106,0.43734,0.43116,0.43208,0.71786,1.14879,1.5054,1.34673,1.22181,1.26032,1.66347,1.703,1.75385,1.63944,1.75575,1.68236,1.55948,1.51734,1.64919,1.71029,1.70263,1.71076,1.61892,1.79473,1.71804,1.61836,1.68863,1.68331,1.65761,1.73965,1.71576,1.61077,1.645,1.82131
-1.28775,0.03422,0.12993,-0.45056,-0.52645,-0.77979,-0.66245,0.00764,-0.26204,-0.14544,-0.4406,-0.25762,-0.33491,-0.3238,-0.24389,0.17956,0.13452,0.14332,0.15484,0.45575,0.92591,1.31049,1.13639,0.99549,1.0383,1.48984,1.54978,1.59796,1.48469,1.60813,1.52767,1.39392,1.35675,1.49532,1.55249,1.54554,1.55905,1.4727,1.66511,1.58643,1.48805,1.56344,1.55786,1.53184,1.61988,1.59414,1.4869,1.51314
-0.10534,-0.96193,-0.17821,-0.03453,-0.49893,-0.54631,-0.77441,-0.67423,-0.07042,-0.30779,-0.1941,-0.47222,-0.30544,-0.38081,-0.36182,-0.29392,0.11598,0.07761,0.09406,0.10328,0.39704,0.87352,1.25531,1.08928,0.94902,0.99259,1.44322,1.50594,1.55727,1.44279,1.57008,1.48825,1.36009,1.32572,1.46444,1.52375,1.51894,1.53245,1.44211,1.64009,1.56267,1.46393,1.54147,1.53582,1.50684,1.60334,1.58469,1.47223
0.86402,0.45717,-0.37528,0.22719,0.31948,-0.14629,-0.20546,-0.42639,-0.3502,0.20081,-0.00944,0.08346,-0.18947,-0.02316,-0.12174,-0.10775,-0.04928,0.33942,0.29885,0.30024,0.29989,0.55926,0.97993,1.32155,1.1758,1.04835,1.08424,1.49898,1.54929,1.60245,1.48907,1.61322,1.53261,1.40709,1.376,1.50756,1.56039,1.55683,1.55989,1.47071,1.65223,1.58291,1.48648,1.55702,1.55326,1.52379,1.61605,1.59928
-0.95098,-0.06851,-0.23733,-0.88737,-0.22811,-0.07498,-0.50152,-0.55695,-0.76556,-0.68007,-0.14789,-0.35421,-0.25848,-0.51366,-0.33672,-0.3976,-0.38138,-0.31017,0.0745,0.04063,0.04166,0.04463,0.32062,0.76173,1.12077,0.96189,0.8277,0.87614,1.32063,1.38357,1.43976,1.32943,1.46395,1.38748,1.25383,1.22656,1.36668,1.41648,1.40498,1.41237,1.32871,1.52249,1.4476,1.35763,1.43376,1.42661,1.393,1.4885
-0.30837,-0.95476,-0.3123,-0.42466,-0.95603,-0.3716,-0.20528,-0.59119,-0.63645,-0.83379,-0.7574,-0.24831,-0.45573,-0.38245,-0.6161,-0.44258,-0.4873,-0.47228,-0.40527,-0.03445,-0.0628,-0.05473,-0.05017,0.22229,0.66035,1.03084,0.86662,0.73013,0.78087,1.24245,1.30655,1.36481,1.25138,1.39153,1.31582,1.17675,1.15093,1.28916,1.33622,1.32233,1.33141,1.25037,1.44924,1.37293,1.28379,1.36146,1.35459,1.32225
1.89866,1.07351,0.23577,0.49609,0.36284,-0.17608,0.31754,0.40034,0.01313,-0.0386,-0.24299,-0.18939,0.25478,0.03627,0.09052,-0.16059,-0.00658,-0.07906,-0.06722,-0.01284,0.33452,0.30139,0.30224,0.29972,0.53971,0.92654,1.25113,1.11261,0.99408,1.03506,1.43952,1.48677,1.53945,1.42864,1.55324,1.48638,1.3562,1.32887,1.45578,1.49658,1.49121,1.49304,1.41201,1.59819,1.51976,1.4336,1.5013,1.49679
-0.00789,1.30356,0.84946,0.16601,0.41947,0.29651,-0.20501,0.27813,0.38206,-0.00879,-0.05351,-0.27276,-0.20562,0.24449,0.03494,0.07486,-0.16572,-0.0137,-0.08643,-0.08006,-0.02993,0.31794,0.28556,0.28579,0.28632,0.52979,0.92046,1.24752,1.10049,0.98003,1.02044,1.43181,1.47786,1.53122,1.4161,1.53665,1.47235,1.34043,1.3112,1.43913,1.47757,1.46901,1.47211,1.38749,1.56598,1.48963,1.40469,1.4727
-0.04404,-0.10209,1.08216,0.71321,0.10834,0.33415,0.20688,-0.24561,0.2288,0.34866,-0.03336,-0.06856,-0.29,-0.22971,0.21915,-0.00075,0.03822,-0.19323,-0.03706,-0.10905,-0.10532,-0.05473,0.28911,0.25429,0.25671,0.2601,0.50274,0.88934,1.21667,1.0715,0.95016,0.99057,1.40458,1.45558,1.51103,1.39294,1.51584,1.44891,1.31682,1.2876,1.41826,1.4556,1.44927,1.45222,1.36913,1.55267,1.47767,1.38888
1.80707,1.43089,1.16389,1.63044,1.28749,0.82061,0.94006,0.83127,0.42732,0.78505,0.81802,0.48394,0.45343,0.25081,0.28865,0.64655,0.44173,0.46534,0.24621,0.38473,0.29135,0.28671,0.32336,0.62903,0.59478,0.5942,0.58836,0.80076,1.13906,1.42059,1.30369,1.20222,1.2322,1.59075,1.62775,1.67282,1.56361,1.66995,1.61244,1.49291,1.45865,1.57321,1.60874,1.61367,1.61,1.52843,1.68984,1.61853
-0.80348,0.95756,0.76691,0.61863,1.28017,1.00226,0.54675,0.6712,0.57403,0.16202,0.56503,0.6316,0.29438,0.26281,0.05321,0.09444,0.47102,0.25924,0.28893,0.0618,0.20499,0.11927,0.11956,0.16985,0.4879,0.45491,0.45285,0.45024,0.68483,1.05036,1.35618,1.22615,1.11128,1.14528,1.53689,1.58111,1.62648,1.50899,1.62248,1.56082,1.43371,1.4014,1.51903,1.55733,1.55764,1.55777,1.47651,1.64855
0.30539,-0.29058,0.90452,0.791,0.69308,1.25565,1.01034,0.64365,0.72427,0.61428,0.22607,0.6058,0.65908,0.33728,0.3038,0.11789,0.15417,0.50994,0.30895,0.33644,0.11449,0.2636,0.1758,0.17247,0.22016,0.52416,0.49824,0.49327,0.48966,0.7172,1.0644,1.36397,1.23986,1.13326,1.16195,1.54344,1.58878,1.63693,1.52139,1.63329,1.57403,1.44992,1.41908,1.53907,1.57623,1.57945,1.57825,1.50231
0.07462,0.13706,-0.27217,0.64169,0.59379,0.52943,1.05933,0.87142,0.53878,0.64518,0.52343,0.13833,0.49437,0.55868,0.24406,0.21473,0.04516,0.08458,0.43608,0.25272,0.28374,0.08328,0.22822,0.1495,0.14781,0.19052,0.4892,0.46701,0.46158,0.45746,0.69027,1.03163,1.32899,1.20354,1.09631,1.12387,1.50065,1.55354,1.60405,1.48994,1.60333,1.543,1.4156,1.38293,1.5059,1.54247,1.54401,1.5445
0.81439,0.50217,0.45732,0.08173,0.8646,0.8129,0.75064,1.20603,1.01867,0.72476,0.81829,0.7028,0.3345,0.64189,0.69157,0.40962,0.37773,0.22194,0.26146,0.57687,0.39887,0.41448,0.23032,0.37189,0.29104,0.28321,0.31527,0.60451,0.58575,0.58137,0.57775,0.79457,1.10944,1.38481,1.26641,1.16658,1.1933,1.55107,1.60799,1.6546,1.54258,1.64851,1.59234,1.47206,1.43863,1.55772,1.59636,1.59712
0.58116,0.78502,0.55522,0.54421,0.23887,0.90207,0.84775,0.7883,1.20534,1.04645,0.78677,0.88809,0.79484,0.44316,0.73062,0.77363,0.49687,0.47175,0.32858,0.36335,0.65482,0.48967,0.49917,0.32671,0.46905,0.38628,0.37254,0.39103,0.6727,0.65039,0.65068,0.64414,0.85893,1.15958,1.42693,1.31358,1.21915,1.24403,1.58985,1.64908,1.69625,1.58452,1.68823,1.63349,1.51186,1.48177,1.61149,1.65025
1.85031,1.82203,2.0034,1.76497,1.61864,1.3251,1.75381,1.63291,1.54252,1.79324,1.60367,1.37783,1.45871,1.44781,1.18782,1.34682,1.35507,1.13968,1.10983,0.97957,0.98828,1.19224,1.03664,1.03785,0.89101,1.0122,0.92273,0.88341,0.87306,1.10303,1.08043,1.07325,1.06199,1.23294,1.47579,1.70142,1.60596,1.53609,1.54311,1.82177,1.86715,1.90865,1.79892,1.87719,1.83474,1.73052,1.70434,1.82148
-0.18665,1.4871,1.51089,1.66861,1.45399,1.35659,1.09974,1.52943,1.44296,1.35964,1.63782,1.48491,1.27095,1.35478,1.32462,1.04178,1.2128,1.22379,1.01302,0.98243,0.85319,0.86573,1.07606,0.92387,0.92566,0.77619,0.89513,0.81519,0.78412,0.78183,1.00884,0.99026,0.98584,0.97709,1.1494,1.40005,1.62943,1.52764,1.45201,1.46151,1.74697,1.80067,1.83486,1.73753,1.81677,1.77111,1.66115,1.63286
-0.37716,-0.48317,1.1233,1.20972,1.39031,1.23077,1.16803,0.91574,1.33636,1.27075,1.20801,1.49243,1.35867,1.14131,1.2395,1.19152,0.8958,1.08766,1.10085,0.8891,0.85979,0.73351,0.75163,0.96738,0.81554,0.82731,0.67105,0.7899,0.71116,0.68818,0.68521,0.91479,0.89639,0.89479,0.88941,1.06389,1.32201,1.5533,1.44456,1.36473,1.37604,1.67229,1.72958,1.76387,1.66753,1.74852,1.70242,1.59166
-0.17151,-0.47666,-0.55753,0.97199,1.07983,1.27625,1.13458,1.0944,0.8621,1.26193,1.21215,1.15504,1.43848,1.31459,1.09679,1.1958,1.1445,0.84794,1.04511,1.06115,0.85135,0.82536,0.6995,0.71486,0.93539,0.78621,0.79498,0.63957,0.76002,0.68169,0.65792,0.65724,0.88635,0.86601,0.86584,0.8612,1.03394,1.29578,1.52959,1.41613,1.33694,1.34691,1.65022,1.70599,1.73772,1.64143,1.72492,1.67878
1.26546,0.78931,0.37073,0.07491,1.26875,1.35042,1.5124,1.38236,1.32351,1.12018,1.46087,1.40721,1.34241,1.5876,1.45972,1.26493,1.34933,1.31364,1.03918,1.20323,1.20818,1.01986,0.99014,0.87198,0.88535,1.09252,0.94891,0.95995,0.81186,0.92113,0.84369,0.81783,0.80772,1.02587,1.00333,0.99951,0.99557,1.15304,1.39094,1.61281,1.50569,1.43216,1.43948,1.71354,1.76285,1.78948,1.69465,1.7709
-1.07453,0.40062,0.20492,-0.06746,-0.28271,0.94404,1.05068,1.24805,1.14996,1.12821,0.92463,1.28921,1.23834,1.18375,1.45201,1.33201,1.12577,1.21753,1.16207,0.88441,1.06523,1.07613,0.88152,0.85164,0.73449,0.75294,0.96981,0.82682,0.84104,0.68934,0.79897,0.72104,0.70139,0.69346,0.91968,0.89501,0.89493,0.89269,1.05573,1.30675,1.53886,1.42524,1.34832,1.35753,1.64987,1.7025,1.73654,1.63613
-0.641,-1.3167,-0.07487,-0.17545,-0.34018,-0.50843,0.73431,0.84667,1.06263,0.9894,0.98267,0.78142,1.16313,1.11791,1.06676,1.3374,1.23058,1.02744,1.12221,1.06007,0.7838,0.97775,0.99755,0.80172,0.77502,0.65917,0.67373,0.8971,0.75851,0.77751,0.62757,0.73793,0.65908,0.63858,0.63367,0.86008,0.8379,0.83699,0.83441,0.99834,1.25341,1.48274,1.36981,1.29343,1.30279,1.59988,1.6446,1.68118
-1.05821,-1.25578,-1.6373,-0.71541,-0.66853,-0.74036,-0.83218,0.40335,0.53477,0.76856,0.73203,0.76248,0.56079,0.97204,0.92104,0.87547,1.17332,1.06798,0.8508,0.95556,0.88217,0.59464,0.81582,0.84741,0.64103,0.61776,0.49196,0.51148,0.76118,0.613,0.63332,0.47675,0.58853,0.51025,0.49294,0.4942,0.73627,0.71482,0.71589,0.71032,0.88645,1.16399,1.40677,1.28612,1.20206,1.21712,1.53687,1.58587
