"Description: Standardized Precipitation Evapotranspiration Index (SPEI) at timescales between 1 and 48 months. Each column is a time series of monthly SPEI values starting on January 1901. Units: standard (Z) scores, i.e. normally distributed values with mean 0 and unit standard deviation. Missing value: NA. Not a number: nan. Version: 2.5 - July 2017. Comment: Using Penman equation for ET. Creators: Santiago Beguería - santiago.begueria_add_the_at_symbol_csic.es and Sergio Vicente-Serrano - svicen_add_the_at_symbol_ipe.csic.es."
SPEI01,SPEI02,SPEI03,SPEI04,SPEI05,SPEI06,SPEI07,SPEI08,SPEI09,SPEI10,SPEI11,SPEI12,SPEI13,SPEI14,SPEI15,SPEI16,SPEI17,SPEI18,SPEI19,SPEI20,SPEI21,SPEI22,SPEI23,SPEI24,SPEI25,SPEI26,SPEI27,SPEI28,SPEI29,SPEI30,SPEI31,SPEI32,SPEI33,SPEI34,SPEI35,SPEI36,SPEI37,SPEI38,SPEI39,SPEI40,SPEI41,SPEI42,SPEI43,SPEI44,SPEI45,SPEI46,SPEI47,SPEI48
0.23444,-0.58889,0.06498,0.04063,-0.39477,-0.14053,-0.63876,-0.11763,-0.26358,-0.57892,-0.58662,-0.53148,-0.52971,0.36998,-0.07264,-0.34925,-0.70066,-0.66337,-0.47306,-0.71181,-0.60226,-0.51964,-0.82184,-1.05631,-1.14278,-1.24503,-1.35628,-1.28055,-1.56304,-1.58599,-1.66815,-1.64709,-1.53702,-1.39423,-1.35729,-1.43894,-1.4357,-1.28136,-1.48876,-1.53009,-1.7399,-1.90848,-1.88952,-1.98519,-1.93804,-1.80725,-1.83639,-1.58431
-1.17312,-0.59398,-1.04355,-0.48386,-0.45448,-0.7876,-0.49563,-0.92245,-0.43422,-0.56379,-0.86313,-0.85471,-0.80674,-0.81617,0.07125,-0.35414,-0.59024,-0.91167,-0.87009,-0.6912,-0.90917,-0.80479,-0.72866,-0.99694,-1.20977,-1.29584,-1.37456,-1.47248,-1.39334,-1.6636,-1.66878,-1.73787,-1.72372,-1.63263,-1.50639,-1.4703,-1.54854,-1.52987,-1.37672,-1.56296,-1.59448,-1.7919,-1.94054,-1.92663,-2.01621,-1.97671,-1.85391,-1.88227
1.84377,0.57406,0.45093,-0.17172,0.27927,0.27452,-0.08789,0.11325,-0.34391,0.13034,-0.00707,-0.31527,-0.34706,-0.31682,-0.33127,0.47053,0.06201,-0.19971,-0.51993,-0.48575,-0.30928,-0.52921,-0.42612,-0.3563,-0.64637,-0.86576,-0.95555,-1.06697,-1.18146,-1.12058,-1.38405,-1.40155,-1.46949,-1.4348,-1.33971,-1.2168,-1.18501,-1.26888,-1.25752,-1.11065,-1.30825,-1.3566,-1.55191,-1.71861,-1.70193,-1.78642,-1.73471,-1.61517
-0.01524,1.25627,0.44444,0.36155,-0.21268,0.21428,0.22859,-0.12457,0.09359,-0.37573,0.1157,-0.03623,-0.33444,-0.36209,-0.32277,-0.34914,0.45665,0.05284,-0.20698,-0.53181,-0.49953,-0.32581,-0.54238,-0.44347,-0.37039,-0.65936,-0.87972,-0.97117,-1.07536,-1.18962,-1.12598,-1.39275,-1.40732,-1.4815,-1.44736,-1.3473,-1.22247,-1.1863,-1.27317,-1.26139,-1.11096,-1.30654,-1.35463,-1.55256,-1.72055,-1.70241,-1.79314,-1.7433
-2.11022,-1.54833,0.26762,-0.3802,-0.31366,-0.76162,-0.36303,-0.31641,-0.6207,-0.35228,-0.80444,-0.29431,-0.44768,-0.74989,-0.7511,-0.70513,-0.71906,0.14019,-0.26922,-0.50662,-0.8216,-0.77839,-0.60203,-0.81499,-0.72016,-0.64631,-0.9133,-1.12821,-1.21236,-1.29757,-1.39798,-1.32084,-1.58188,-1.58129,-1.65057,-1.61842,-1.53601,-1.41908,-1.37704,-1.46047,-1.44068,-1.28531,-1.46331,-1.49719,-1.68807,-1.83882,-1.82266,-1.91314
0.32678,-1.21231,-1.08257,0.32441,-0.22516,-0.19501,-0.63151,-0.25527,-0.22846,-0.52347,-0.28351,-0.72128,-0.2204,-0.37178,-0.6716,-0.67452,-0.63798,-0.66049,0.19452,-0.21365,-0.45902,-0.77513,-0.73162,-0.55248,-0.77072,-0.6754,-0.60215,-0.87713,-1.10503,-1.19412,-1.29453,-1.40295,-1.31704,-1.58812,-1.58746,-1.65365,-1.62245,-1.53129,-1.40906,-1.36327,-1.44265,-1.42365,-1.26628,-1.45354,-1.4896,-1.6798,-1.83798,-1.81944
-1.05821,-0.5943,-1.57084,-1.49456,-0.19394,-0.62716,-0.53033,-0.90403,-0.56141,-0.54088,-0.80001,-0.54989,-0.97536,-0.47951,-0.62208,-0.91629,-0.9043,-0.86608,-0.88202,-0.0308,-0.43402,-0.65771,-0.96153,-0.91191,-0.74182,-0.96262,-0.87115,-0.79851,-1.05845,-1.2748,-1.3532,-1.44002,-1.52639,-1.43638,-1.69157,-1.68504,-1.74777,-1.72538,-1.64517,-1.52167,-1.47603,-1.55307,-1.52997,-1.37076,-1.54907,-1.58003,-1.75947,-1.89989
0.78404,-0.00208,0.09375,-0.76797,-0.76381,0.22151,-0.17454,-0.12979,-0.56982,-0.26115,-0.24087,-0.47861,-0.27672,-0.67343,-0.2272,-0.36161,-0.63971,-0.64874,-0.62329,-0.6434,0.14265,-0.23228,-0.46479,-0.76735,-0.72188,-0.55954,-0.77555,-0.68499,-0.61688,-0.8888,-1.09802,-1.18241,-1.28303,-1.39026,-1.3057,-1.56595,-1.56322,-1.62893,-1.60639,-1.52373,-1.40315,-1.36159,-1.43936,-1.40851,-1.25901,-1.43748,-1.47487,-1.65639
0.46984,0.72384,0.17462,0.23825,-0.39703,-0.41297,0.30238,-0.05823,-0.00726,-0.433,-0.1694,-0.1586,-0.38641,-0.20604,-0.56957,-0.16838,-0.28191,-0.53107,-0.54187,-0.51816,-0.54114,0.20591,-0.14898,-0.37458,-0.6617,-0.6252,-0.4659,-0.67387,-0.5846,-0.51917,-0.7851,-0.99129,-1.06901,-1.17339,-1.28097,-1.20529,-1.45238,-1.45492,-1.51765,-1.4899,-1.40295,-1.28915,-1.25237,-1.32415,-1.30274,-1.16377,-1.33791,-1.38119
0.75341,0.73243,0.89393,0.42853,0.48634,-0.06537,-0.08555,0.51791,0.1696,0.21781,-0.18641,0.03538,0.03879,-0.18923,-0.02667,-0.37182,0.00429,-0.10175,-0.34192,-0.36933,-0.35446,-0.38563,0.33379,-0.00312,-0.22831,-0.51673,-0.48757,-0.32634,-0.52785,-0.4388,-0.3718,-0.63732,-0.84864,-0.93358,-1.04208,-1.1514,-1.08721,-1.33833,-1.35188,-1.42428,-1.38455,-1.29429,-1.18328,-1.15078,-1.22469,-1.20242,-1.06896,-1.24683
0.04938,0.40092,0.4704,0.69173,0.31287,0.37588,-0.114,-0.12993,0.43414,0.13021,0.18399,-0.18835,0.01563,0.01429,-0.19423,-0.04598,-0.38548,-0.01555,-0.11328,-0.35322,-0.38465,-0.36534,-0.39899,0.3185,-0.00919,-0.23352,-0.52616,-0.50027,-0.34005,-0.54078,-0.45226,-0.38496,-0.65111,-0.86494,-0.94922,-1.05656,-1.16612,-1.10128,-1.34847,-1.36453,-1.43261,-1.39283,-1.30421,-1.19296,-1.15821,-1.2308,-1.21107,-1.08325
-1.16949,-0.85479,-0.37247,-0.14881,0.18723,-0.15188,-0.08239,-0.53732,-0.55844,0.05027,-0.21182,-0.15941,-0.49781,-0.2705,-0.26954,-0.47049,-0.30825,-0.65513,-0.27399,-0.38795,-0.6329,-0.64395,-0.6171,-0.64045,0.0657,-0.25674,-0.46607,-0.7483,-0.71039,-0.55944,-0.75632,-0.67537,-0.60566,-0.85804,-1.06092,-1.13032,-1.2228,-1.31731,-1.24116,-1.47832,-1.48487,-1.5514,-1.52193,-1.44459,-1.33619,-1.29704,-1.37008,-1.34851
-0.23763,-1.10239,-1.00618,-0.5646,-0.30014,0.03308,-0.29066,-0.22646,-0.65748,-0.66965,-0.1066,-0.36312,-0.31455,-0.63481,-0.40882,-0.38231,-0.57007,-0.40799,-0.73655,-0.37146,-0.48035,-0.71109,-0.716,-0.68855,-0.71094,-0.03729,-0.34244,-0.5384,-0.80526,-0.76798,-0.6215,-0.81396,-0.73904,-0.67627,-0.91501,-1.10908,-1.18091,-1.26594,-1.35895,-1.27895,-1.50771,-1.51076,-1.57952,-1.54658,-1.47418,-1.36545,-1.32663,-1.39553
0.82005,0.25889,-0.49852,-0.52494,-0.21398,-0.0044,0.26112,-0.04991,0.01502,-0.3869,-0.41102,0.09265,-0.16507,-0.13944,-0.45651,-0.24711,-0.22632,-0.40355,-0.26036,-0.56577,-0.22187,-0.31748,-0.5357,-0.55187,-0.52876,-0.55297,0.07399,-0.22032,-0.41324,-0.66916,-0.63614,-0.497,-0.67325,-0.60178,-0.54565,-0.77541,-0.96325,-1.02939,-1.1114,-1.20404,-1.13705,-1.35732,-1.36977,-1.43373,-1.3981,-1.32275,-1.22204,-1.19296
-0.84039,0.08931,-0.17942,-0.77781,-0.78362,-0.47362,-0.24281,0.06511,-0.21621,-0.15691,-0.56661,-0.59236,-0.07036,-0.3325,-0.30915,-0.60507,-0.39739,-0.36948,-0.53822,-0.38833,-0.68248,-0.34869,-0.44577,-0.66291,-0.67065,-0.64542,-0.66148,-0.0374,-0.33288,-0.51925,-0.76938,-0.73082,-0.59535,-0.77021,-0.69943,-0.64526,-0.87068,-1.05457,-1.11376,-1.18433,-1.27238,-1.20234,-1.41397,-1.42085,-1.48484,-1.45368,-1.3833,-1.28344
-0.62031,-0.99952,-0.2072,-0.42709,-0.94491,-0.95895,-0.65079,-0.42172,-0.08134,-0.36837,-0.29639,-0.72402,-0.73647,-0.18863,-0.44501,-0.4298,-0.7081,-0.4939,-0.46016,-0.63411,-0.48405,-0.77804,-0.44305,-0.54384,-0.75752,-0.75913,-0.73218,-0.74546,-0.10294,-0.40237,-0.58567,-0.83964,-0.79746,-0.66245,-0.83583,-0.7643,-0.70959,-0.93085,-1.11621,-1.1732,-1.23989,-1.32168,-1.24805,-1.4601,-1.46225,-1.52695,-1.49981,-1.43294
-0.80677,-1.05799,-1.32924,-0.50874,-0.66826,-1.10334,-1.11593,-0.84444,-0.61705,-0.26085,-0.53824,-0.46213,-0.88755,-0.90226,-0.34501,-0.60466,-0.58437,-0.84612,-0.62092,-0.57989,-0.74991,-0.59776,-0.87839,-0.55409,-0.65265,-0.86153,-0.85621,-0.8325,-0.84264,-0.20701,-0.50251,-0.67733,-0.92464,-0.8813,-0.75109,-0.91878,-0.85141,-0.79653,-1.01119,-1.18978,-1.24218,-1.29927,-1.37626,-1.30157,-1.50757,-1.50874,-1.57036,-1.54543
-0.97139,-1.40341,-1.62141,-1.59757,-0.88475,-1.00131,-1.32857,-1.34043,-1.09677,-0.86757,-0.51109,-0.76515,-0.69165,-1.11513,-1.12514,-0.54645,-0.80475,-0.78454,-1.03149,-0.79203,-0.74094,-0.9109,-0.75033,-1.03598,-0.7055,-0.81082,-1.02373,-1.00808,-0.98908,-0.99586,-0.33303,-0.63707,-0.80452,-1.06139,-1.00901,-0.87339,-1.05038,-0.9829,-0.92765,-1.13997,-1.31532,-1.36128,-1.41277,-1.48872,-1.40639,-1.61018,-1.60549,-1.66849
-0.76339,-1.28677,-1.54032,-1.7343,-1.77723,-1.15561,-1.20703,-1.45527,-1.48996,-1.27345,-1.05912,-0.71067,-0.95569,-0.88631,-1.28077,-1.29292,-0.72502,-0.97226,-0.94901,-1.17428,-0.94186,-0.88411,-1.04839,-0.88883,-1.16433,-0.85863,-0.9603,-1.16402,-1.14651,-1.12651,-1.12847,-0.47523,-0.76967,-0.92234,-1.16866,-1.11419,-0.98271,-1.15418,-1.09128,-1.03462,-1.23552,-1.404,-1.44306,-1.48289,-1.55797,-1.47757,-1.6712,-1.66017
-1.26351,-1.54404,-1.81552,-2.09508,-2.39334,-2.19617,-1.70311,-1.83548,-1.79736,-1.76191,-1.54533,-1.40543,-1.07573,-1.26587,-1.2129,-1.58554,-1.59275,-1.038,-1.26844,-1.23796,-1.41553,-1.18874,-1.10983,-1.27766,-1.12643,-1.38778,-1.10495,-1.20472,-1.40103,-1.37671,-1.34701,-1.35168,-0.70664,-0.99141,-1.12127,-1.36643,-1.30157,-1.17673,-1.35516,-1.3009,-1.24372,-1.43381,-1.59793,-1.61175,-1.64192,-1.69998,-1.61455,-1.80159
-0.7701,-1.35499,-1.51861,-1.76723,-2.02936,-2.24684,-2.04876,-1.73437,-1.90215,-1.89228,-1.81913,-1.62058,-1.49152,-1.23069,-1.38444,-1.34794,-1.64697,-1.6632,-1.18992,-1.40063,-1.38068,-1.53461,-1.31802,-1.23908,-1.39609,-1.25741,-1.49641,-1.24401,-1.33463,-1.51509,-1.49757,-1.46511,-1.45418,-0.84433,-1.11139,-1.22484,-1.45238,-1.38521,-1.26848,-1.43975,-1.38716,-1.33145,-1.50299,-1.65162,-1.66139,-1.68414,-1.73312,-1.65358
1.90151,0.88679,-0.00416,-0.33301,-0.6762,-0.8648,-1.04522,-1.14849,-0.81387,-0.94687,-1.2264,-1.23064,-1.0214,-0.85999,-0.60835,-0.8016,-0.75508,-1.06574,-1.09409,-0.64525,-0.86607,-0.85025,-1.0496,-0.84746,-0.7961,-0.95339,-0.81563,-1.06688,-0.7889,-0.88207,-1.07204,-1.07073,-1.04542,-1.04764,-0.4329,-0.71356,-0.86021,-1.09946,-1.05668,-0.93774,-1.09965,-1.03782,-0.9874,-1.1806,-1.3393,-1.3616,-1.4039,-1.46969
0.91165,1.74079,1.06537,0.33526,0.0511,-0.24603,-0.42328,-0.57396,-0.72903,-0.43997,-0.54182,-0.90835,-0.96578,-0.76436,-0.60136,-0.37319,-0.57233,-0.52202,-0.83116,-0.8606,-0.43198,-0.64951,-0.64268,-0.85854,-0.65348,-0.61422,-0.77548,-0.64032,-0.89474,-0.60841,-0.70232,-0.89202,-0.90105,-0.87834,-0.88718,-0.281,-0.56526,-0.7209,-0.96034,-0.92832,-0.80686,-0.9659,-0.90172,-0.85236,-1.04737,-1.20674,-1.24053,-1.29202
0.20832,0.5994,1.49677,0.95292,0.31268,0.04145,-0.24194,-0.40746,-0.56539,-0.70721,-0.41403,-0.52228,-0.89036,-0.94486,-0.74126,-0.58202,-0.3504,-0.56116,-0.50972,-0.84178,-0.86071,-0.42511,-0.63446,-0.62707,-0.84985,-0.64929,-0.61257,-0.76748,-0.63288,-0.88181,-0.6027,-0.69627,-0.87659,-0.88365,-0.86565,-0.87238,-0.28802,-0.56156,-0.70537,-0.93499,-0.90311,-0.78709,-0.94012,-0.87749,-0.83058,-1.02361,-1.18581,-1.22802
-1.20769,-0.84616,-0.21268,0.84232,0.38847,-0.1572,-0.39922,-0.66006,-0.81606,-0.94312,-1.06059,-0.80894,-0.93618,-1.22332,-1.24044,-1.02033,-0.87671,-0.64723,-0.84085,-0.78883,-1.09852,-1.11551,-0.68779,-0.88128,-0.86637,-1.05862,-0.86893,-0.82552,-0.97171,-0.8375,-1.07273,-0.81575,-0.90891,-1.08264,-1.08292,-1.06387,-1.06855,-0.49216,-0.75217,-0.88038,-1.10138,-1.06385,-0.952,-1.10444,-1.04787,-0.99862,-1.17685,-1.32815
-0.39292,-1.16432,-0.92111,-0.43674,0.54614,0.1756,-0.30615,-0.51737,-0.75423,-0.90334,-1.03417,-1.1398,-0.89905,-1.01164,-1.26956,-1.27897,-1.06944,-0.94234,-0.72881,-0.90501,-0.8541,-1.13643,-1.1584,-0.7554,-0.93436,-0.92287,-1.10127,-0.92496,-0.87996,-1.02106,-0.88824,-1.10538,-0.86694,-0.9554,-1.12144,-1.12126,-1.10378,-1.10012,-0.55239,-0.79694,-0.91459,-1.12342,-1.08737,-0.9816,-1.12604,-1.07188,-1.02581,-1.19613
1.1357,0.38858,-0.45936,-0.44867,-0.03638,0.84473,0.48179,0.01825,-0.19807,-0.44044,-0.59926,-0.74204,-0.87309,-0.63656,-0.74652,-1.04391,-1.07166,-0.87021,-0.73461,-0.524,-0.69936,-0.65222,-0.93418,-0.95567,-0.57001,-0.75103,-0.73772,-0.93335,-0.76272,-0.72772,-0.8638,-0.73566,-0.95512,-0.71014,-0.79526,-0.96454,-0.9674,-0.95282,-0.95311,-0.41671,-0.66188,-0.78421,-0.99111,-0.96185,-0.85429,-0.99596,-0.93895,-0.89522
-1.17881,0.14524,-0.16521,-0.86713,-0.77441,-0.38032,0.53,0.19893,-0.23715,-0.45277,-0.6922,-0.85914,-0.99076,-1.10253,-0.85065,-0.96247,-1.22962,-1.23811,-1.02315,-0.89855,-0.68586,-0.86077,-0.81296,-1.09774,-1.11637,-0.72093,-0.9009,-0.88385,-1.06335,-0.8888,-0.84593,-0.98592,-0.85271,-1.07255,-0.82754,-0.91336,-1.08194,-1.07805,-1.06381,-1.0596,-0.51571,-0.75836,-0.87447,-1.07792,-1.04206,-0.93682,-1.07972,-1.02675
0.3987,-0.52257,0.30639,0.00854,-0.66443,-0.64659,-0.30409,0.56254,0.25647,-0.15148,-0.36862,-0.60235,-0.76972,-0.9062,-1.03175,-0.78151,-0.89041,-1.1683,-1.17645,-0.96614,-0.83973,-0.63105,-0.79888,-0.75062,-1.02843,-1.05036,-0.66611,-0.84597,-0.82937,-1.01218,-0.84145,-0.80304,-0.94012,-0.81276,-1.02735,-0.7856,-0.86847,-1.03348,-1.0321,-1.01825,-1.01699,-0.48669,-0.72673,-0.84153,-1.04174,-1.01035,-0.90802,-1.04488
-0.07188,0.20578,-0.52746,0.17341,-0.04835,-0.67681,-0.63827,-0.31423,0.5107,0.22607,-0.1901,-0.39292,-0.62094,-0.78855,-0.92428,-1.03972,-0.80054,-0.91677,-1.19935,-1.2044,-0.99035,-0.86138,-0.64609,-0.81906,-0.77019,-1.06092,-1.08023,-0.68614,-0.87481,-0.85439,-1.04948,-0.87066,-0.82479,-0.9688,-0.83505,-1.05322,-0.80782,-0.89272,-1.0629,-1.05961,-1.04232,-1.03698,-0.50049,-0.74493,-0.85876,-1.06125,-1.02525,-0.92204
0.45336,0.16978,0.31389,-0.26159,0.29114,0.10794,-0.46981,-0.50845,-0.2133,0.56485,0.30074,-0.0934,-0.29725,-0.51786,-0.67839,-0.81604,-0.94085,-0.71736,-0.83063,-1.11327,-1.12908,-0.93172,-0.80648,-0.59411,-0.76822,-0.72792,-1.00654,-1.02803,-0.65122,-0.83636,-0.81474,-1.00549,-0.82994,-0.78865,-0.92899,-0.80217,-1.01218,-0.77091,-0.85233,-1.01605,-1.0168,-1.00233,-0.99589,-0.47351,-0.71262,-0.82836,-1.02863,-0.99462
-1.26813,-0.81008,-0.81494,-0.58568,-1.03702,-0.39637,-0.48021,-1.03304,-0.91364,-0.63977,0.10352,-0.11095,-0.49026,-0.66194,-0.8768,-1.02475,-1.1495,-1.24373,-1.02652,-1.12639,-1.36014,-1.36699,-1.15541,-1.04887,-0.84236,-1.0083,-0.97774,-1.25077,-1.26996,-0.8955,-1.0667,-1.04789,-1.22385,-1.05142,-0.99143,-1.13355,-0.99943,-1.20611,-0.97851,-1.06492,-1.22607,-1.21868,-1.20303,-1.18403,-0.66674,-0.89696,-0.99788,-1.19304
-0.1525,-1.00844,-0.74844,-0.79115,-0.61372,-0.96682,-0.48223,-0.57846,-1.02797,-0.96089,-0.72206,-0.04911,-0.25799,-0.58244,-0.73624,-0.92075,-1.03961,-1.15036,-1.2298,-1.04817,-1.14496,-1.36237,-1.36774,-1.1729,-1.06723,-0.87528,-1.02745,-1.00547,-1.2624,-1.27759,-0.92286,-1.08847,-1.06507,-1.23348,-1.06811,-1.00727,-1.14038,-1.01369,-1.21062,-0.99526,-1.07492,-1.22566,-1.21661,-1.19894,-1.18271,-0.69068,-0.90911,-1.00529
2.08037,1.34301,0.46587,0.53183,0.45105,0.56339,0.2473,0.5094,0.352,-0.03415,-0.123,0.05638,0.66581,0.42686,0.10015,-0.06538,-0.24481,-0.36518,-0.48232,-0.60905,-0.43444,-0.54297,-0.80119,-0.83287,-0.66236,-0.54874,-0.36857,-0.52131,-0.48284,-0.74276,-0.76149,-0.41449,-0.59037,-0.58451,-0.77349,-0.61258,-0.58134,-0.72269,-0.62104,-0.82733,-0.59026,-0.66526,-0.82672,-0.83128,-0.81671,-0.81843,-0.33372,-0.56214
0.35731,1.59722,1.18146,0.44649,0.52512,0.46415,0.54611,0.26952,0.52213,0.38708,0.04895,-0.03998,0.12259,0.69057,0.47214,0.15223,-0.01523,-0.1839,-0.29749,-0.41612,-0.5488,-0.37375,-0.48557,-0.74777,-0.77763,-0.60841,-0.49695,-0.32369,-0.47519,-0.43613,-0.69454,-0.71212,-0.36869,-0.5497,-0.54335,-0.73546,-0.57833,-0.54877,-0.68717,-0.58967,-0.79616,-0.56033,-0.63442,-0.79471,-0.79938,-0.7884,-0.79668,-0.31876
-0.74144,-0.39861,0.98399,0.70286,0.07428,0.16496,0.1151,0.21701,-0.06454,0.23314,0.1449,-0.20558,-0.25709,-0.08044,0.47006,0.28495,-0.02626,-0.19425,-0.37347,-0.50388,-0.62123,-0.73846,-0.5562,-0.65919,-0.91932,-0.94479,-0.76997,-0.66208,-0.48523,-0.63444,-0.59714,-0.85058,-0.86421,-0.53132,-0.70428,-0.69306,-0.86793,-0.71436,-0.67276,-0.80218,-0.7002,-0.90066,-0.67382,-0.74632,-0.90257,-0.90337,-0.89384,-0.89787
0.04405,-0.65813,-0.45925,0.80682,0.59332,0.03399,0.0974,0.05515,0.13932,-0.11989,0.15071,0.06216,-0.27337,-0.32983,-0.15322,0.39108,0.21218,-0.07507,-0.23795,-0.39904,-0.52242,-0.63431,-0.74367,-0.57091,-0.67074,-0.91131,-0.93377,-0.77527,-0.67172,-0.50181,-0.64357,-0.60983,-0.85619,-0.87376,-0.55199,-0.72002,-0.70948,-0.87593,-0.72429,-0.68341,-0.81082,-0.71464,-0.90684,-0.69015,-0.75918,-0.90826,-0.90846,-0.89742
1.31441,0.80058,0.15932,0.23003,1.19315,0.98561,0.47946,0.50607,0.47061,0.53345,0.29856,0.50324,0.39136,0.07407,-0.00782,0.15652,0.64268,0.46376,0.18633,0.03866,-0.10399,-0.21233,-0.32001,-0.44182,-0.28664,-0.38384,-0.63348,-0.66225,-0.52429,-0.42451,-0.27193,-0.4067,-0.36797,-0.59756,-0.61962,-0.31888,-0.48053,-0.47439,-0.63794,-0.49802,-0.47142,-0.59494,-0.51446,-0.69717,-0.48631,-0.54679,-0.69292,-0.70213
-0.20353,0.92576,0.59887,0.01714,0.10567,1.07336,0.88698,0.42089,0.46417,0.42428,0.48543,0.24908,0.4571,0.34089,0.02001,-0.05087,0.10717,0.59024,0.41826,0.14901,0.00919,-0.13804,-0.24753,-0.3563,-0.47385,-0.31803,-0.40974,-0.6599,-0.69183,-0.55404,-0.45304,-0.29837,-0.43449,-0.39643,-0.62143,-0.64526,-0.34997,-0.50857,-0.50327,-0.66141,-0.52685,-0.49747,-0.61888,-0.53808,-0.71478,-0.50857,-0.56837,-0.71175
0.11089,-0.1258,0.77371,0.53845,0.00302,0.08388,1.02174,0.86714,0.42731,0.47205,0.43515,0.48312,0.25717,0.46571,0.35771,0.02525,-0.03669,0.11778,0.58761,0.41698,0.147,0.00985,-0.13484,-0.2469,-0.35216,-0.46906,-0.31015,-0.39966,-0.64501,-0.67846,-0.54111,-0.44405,-0.29011,-0.42512,-0.38182,-0.60749,-0.63199,-0.33415,-0.492,-0.4874,-0.64443,-0.51021,-0.48272,-0.60127,-0.5199,-0.69679,-0.48948,-0.54963
1.25887,0.8953,0.60956,1.08819,0.85988,0.36382,0.40863,1.24598,1.08704,0.68699,0.71307,0.68479,0.71245,0.49939,0.68441,0.56097,0.24675,0.18318,0.33261,0.76384,0.58834,0.32499,0.19551,0.05478,-0.05088,-0.15159,-0.27261,-0.1275,-0.21387,-0.46364,-0.50073,-0.37658,-0.27967,-0.14195,-0.27518,-0.2328,-0.44753,-0.47027,-0.18875,-0.3426,-0.34345,-0.50199,-0.3759,-0.35578,-0.47396,-0.40007,-0.57608,-0.36856
-1.16696,0.17633,0.13088,-0.03097,0.65181,0.49604,0.03611,0.08616,0.9533,0.82758,0.4215,0.46824,0.44889,0.4888,0.27122,0.46873,0.35707,0.03347,-0.01584,0.13797,0.58839,0.42501,0.16893,0.03444,-0.10801,-0.21811,-0.32586,-0.44111,-0.29065,-0.37087,-0.62491,-0.66083,-0.52036,-0.42533,-0.27584,-0.41144,-0.37119,-0.59355,-0.61839,-0.32943,-0.48461,-0.47598,-0.63163,-0.50407,-0.47514,-0.59529,-0.51106,-0.68871
-0.84374,-1.45726,-0.4735,-0.43311,-0.44959,0.33011,0.21107,-0.237,-0.18318,0.69626,0.60145,0.21321,0.27072,0.2507,0.29031,0.06921,0.27934,0.16493,-0.1605,-0.20981,-0.05211,0.41887,0.2567,0.00667,-0.13112,-0.2791,-0.39144,-0.49646,-0.60381,-0.45393,-0.53247,-0.77267,-0.80226,-0.65788,-0.56588,-0.41306,-0.54319,-0.50347,-0.72217,-0.74508,-0.45943,-0.61196,-0.59639,-0.74427,-0.61647,-0.58339,-0.70229,-0.6158
1.87725,1.18184,0.51917,0.99987,0.917,0.72378,1.08645,0.97886,0.56315,0.58538,1.26674,1.13253,0.79189,0.809,0.78242,0.81017,0.62277,0.77653,0.66549,0.38501,0.31898,0.46878,0.85788,0.69272,0.45374,0.3261,0.19856,0.09128,-0.01172,-0.13288,0.00354,-0.07977,-0.32724,-0.36486,-0.2414,-0.15688,-0.02948,-0.16122,-0.1154,-0.32731,-0.35429,-0.08292,-0.23983,-0.24307,-0.40358,-0.28223,-0.26562,-0.39126
-0.49009,1.01677,0.53629,0.03198,0.52688,0.50028,0.34438,0.78428,0.71365,0.3171,0.32184,1.03339,0.90946,0.55749,0.5883,0.56584,0.60391,0.41666,0.58586,0.48858,0.20983,0.16169,0.3104,0.7098,0.55183,0.31717,0.19453,0.06914,-0.03552,-0.13526,-0.24464,-0.1116,-0.19986,-0.43333,-0.46563,-0.33803,-0.25691,-0.13354,-0.26204,-0.21929,-0.42604,-0.45176,-0.18374,-0.33319,-0.33492,-0.48583,-0.36927,-0.34916
0.60639,-0.01619,1.06685,0.66749,0.23667,0.67088,0.64702,0.50173,0.88132,0.82466,0.46634,0.45341,1.09918,0.97326,0.64141,0.67825,0.65502,0.69415,0.52437,0.67388,0.57857,0.29918,0.26059,0.4067,0.78267,0.63027,0.39849,0.28648,0.16825,0.06861,-0.02567,-0.13121,-0.00051,-0.09522,-0.32669,-0.365,-0.24579,-0.1692,-0.0555,-0.17836,-0.13731,-0.33989,-0.36605,-0.10134,-0.2501,-0.25892,-0.41329,-0.29655
0.04424,0.29756,-0.14355,0.84698,0.52031,0.16034,0.53146,0.51712,0.41803,0.78475,0.74515,0.42674,0.41266,1.02562,0.919,0.60528,0.63572,0.6189,0.66584,0.49892,0.64115,0.55519,0.27561,0.24492,0.39518,0.76467,0.61457,0.3768,0.26847,0.14734,0.05268,-0.04192,-0.14421,-0.01967,-0.11087,-0.34543,-0.38584,-0.26553,-0.18638,-0.07303,-0.19861,-0.1587,-0.36054,-0.38742,-0.12547,-0.27697,-0.2906,-0.44075
0.79165,0.47187,0.60959,0.20384,1.04658,0.73854,0.41328,0.73057,0.68844,0.60652,0.93304,0.88375,0.61178,0.61165,1.13867,1.04832,0.77211,0.79594,0.77549,0.80856,0.64319,0.76267,0.67207,0.40968,0.36662,0.51269,0.85262,0.7022,0.46975,0.36901,0.25774,0.16142,0.07189,-0.02799,0.08771,-0.00322,-0.22341,-0.26444,-0.15048,-0.07239,0.03376,-0.0882,-0.04561,-0.23522,-0.26211,-0.01307,-0.16093,-0.17373
