sitename,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Rabi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jianfengling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mudumalai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanjenshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doi_Inthanon,0,0.27,0.02,0.82,0,0,0,0,0,0,0,0,0,0.08,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.2,1.32,0.03,0,0,0,0.02,0.59,0,0.61,0.26,1.33,0,0,0,0.02,1.45,1.54,0.33,0.33,0.13,0,0,0,0.52,0,0.11,0,0.02,0.22,0.36,0,0.05,0.3,0.07,3.9,0,0.06,0,0,0,0,0,0,0.06,0,0,0,0.02,0,0.31,0.01,0,0,0,0,0.05,0.06,0.24,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huai_Kha_Khaeng_(HKK),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mo_Singto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinghushan,0.64,0,0.6,0.38,0.41,0.45,0,0,0.04,0.45,0.28,0.37,0.77,0.06,0.33,0.41,3.39,4.84,0.29,0.74,0.93,0.23,0.13,0,2.83,0.01,0.01,0.31,0,1.42,0,1.47,3.22,2.17,0.15,0.52,0,0.01,0.15,0.52,0,0.87,0.77,2.6,5.4,1.11,0.61,1.91,0.92,1.05,0.39,1.11,0.15,0.83,3.81,3.41,1.19,0.4,0.52,0.29,1.21,2.75,6.17,0.67,0.83,0,2.93,2.65,2.11,1.42,3.73,0.08,0.83,2.33,2.17,1.21,3.99,0.28,0,0.11,0.53,1.01,1.05,3.56,0.38,0.88,0.04,0,0.02,0,0,0.19,1.01,0,0.01,0.48,0,0,0.06,0,0,0,0.34,0,0,0,0.08,1.31,1.54,0,4.3,0.66,2.1,2.91
Heishiding,1.52,0.02,2.11,1.48,0.91,1.25,0.56,0.28,0.46,1.22,1,1.59,2.06,0.39,1.11,1.43,5.52,6.11,1.06,1.84,1.87,0.89,0.7,0,3.84,0,0.11,0.7,0.04,3.91,0.19,1.43,3.91,2.9,0.29,1.01,0.04,0.04,1.07,1.91,0.02,1.66,3.01,5.17,9.72,1.54,1.45,2.75,1.78,2.35,1.41,2.12,0.39,1.86,5.31,6.09,2.54,1.5,1.31,0.92,2.34,4.27,6.56,2.54,0.52,0,5.79,4.22,4.25,2.75,4.32,1.34,1.94,4.04,4.17,1.91,7.36,0.76,0.01,0.74,1.95,2.9,3.27,7.72,1.85,1.89,0.74,0.13,0.7,0.06,0,0.97,2.39,0,0.63,1.56,0.24,0.11,0.84,0.11,0.01,0.06,1.57,0.04,0.47,0.06,0.92,4.17,3.39,0.01,6.98,1.65,4.65,5.48
Fushan,1.39,0.21,0.01,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.01,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,1.22,0,0,0,0,0.08,0,0,0.01,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
