STATION,STATION_NAME,DATE,PRCP,SNWD,SNOW,TMAX,TMIN,,,
GHCND:USC00443229,FRONT ROYAL VA US,20060914,3,0,0,244,128,,,
GHCND:USC00443229,FRONT ROYAL VA US,20060915,25,0,0,250,128,,,
GHCND:USC00443229,FRONT ROYAL VA US,20060916,0,0,0,222,139,,,
GHCND:USC00443229,FRONT ROYAL VA US,20060917,0,0,0,289,156,,,
GHCND:USC00443229,FRONT ROYAL VA US,20060918,0,0,0,294,150,,,
GHCND:USC00443229,FRONT ROYAL VA US,20060919,0,0,0,261,139,,,
GHCND:USC00443229,FRONT ROYAL VA US,20060920,0,0,0,178,67,,,
GHCND:USC00443229,FRONT ROYAL VA US,20060921,0,0,0,211,56,,,
GHCND:USC00443229,FRONT ROYAL VA US,20060922,0,0,0,217,83,,,
GHCND:USC00443229,FRONT ROYAL VA US,20060923,0,0,0,267,200,,,
GHCND:USC00443229,FRONT ROYAL VA US,20060924,25,0,0,267,139,,,
GHCND:USC00443229,FRONT ROYAL VA US,20060925,0,0,0,244,106,,,
GHCND:USC00443229,FRONT ROYAL VA US,20060926,0,0,0,239,111,,,
GHCND:USC00443229,FRONT ROYAL VA US,20060927,0,0,0,244,122,,,
GHCND:USC00443229,FRONT ROYAL VA US,20060928,119,0,0,222,106,,,
GHCND:USC00443229,FRONT ROYAL VA US,20060929,0,0,0,183,67,,,
GHCND:USC00443229,FRONT ROYAL VA US,20060930,48,0,0,194,67,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061001,0,0,0,217,78,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061002,0,0,0,256,89,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061003,0,0,0,300,133,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061004,0,0,0,300,133,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061005,132,0,0,228,117,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061006,508,0,0,228,78,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061007,160,0,0,100,72,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061008,0,0,0,211,78,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061009,0,0,0,256,72,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061010,0,0,0,267,100,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061011,0,0,0,206,139,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061012,0,0,0,206,33,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061013,0,0,0,150,6,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061014,0,0,0,161,0,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061015,0,0,0,178,6,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061016,38,0,0,172,17,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061017,147,0,0,189,94,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061018,0,0,0,272,106,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061019,30,0,0,217,117,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061020,0,0,0,178,61,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061021,0,0,0,178,50,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061022,0,0,0,183,61,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061023,0,0,0,83,28,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061024,0,0,0,89,28,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061025,0,0,0,100,0,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061026,0,0,0,133,-11,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061027,152,0,0,83,72,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061028,18,0,0,150,61,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061029,0,0,0,156,50,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061030,0,0,0,233,50,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061031,0,0,0,250,122,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061101,170,0,0,239,67,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061102,0,0,0,122,-11,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061103,0,0,0,72,-50,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061104,0,0,0,72,-56,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061105,0,0,0,128,6,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061106,0,0,0,150,28,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061107,267,0,0,106,22,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061108,86,0,0,139,100,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061109,0,0,0,222,100,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061110,0,0,0,256,83,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061111,234,0,0,256,72,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061112,173,0,0,78,56,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061113,13,0,0,100,61,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061114,0,0,0,150,72,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061115,0,0,0,161,61,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061116,406,0,0,211,111,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061117,0,0,0,139,17,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061118,0,0,0,94,11,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061119,0,0,0,83,17,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061120,0,0,0,61,0,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061121,0,0,0,72,11,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061122,325,0,0,50,6,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061123,28,0,0,94,22,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061124,0,0,0,178,11,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061125,0,0,0,167,0,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061126,0,0,0,183,11,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061127,0,0,0,167,22,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061128,0,0,0,183,33,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061129,0,0,0,161,89,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061130,5,0,0,222,122,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061201,0,0,0,256,67,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061202,0,0,0,89,11,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061203,0,0,0,72,-28,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061204,0,0,0,17,-56,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061205,0,0,0,56,-56,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061206,0,0,0,111,-44,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061207,0,0,0,94,-67,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061208,0,0,0,-6,-89,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061209,0,0,0,72,-67,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061210,0,0,0,161,-17,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061211,0,0,0,172,0,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061212,0,0,0,144,-11,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061213,13,0,0,172,61,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061214,0,0,0,189,56,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061215,0,0,0,167,11,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061216,0,0,0,133,6,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061217,0,0,0,211,50,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061218,0,0,0,222,44,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061219,0,0,0,111,-28,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061220,0,0,0,106,-33,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061221,15,0,0,100,44,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061222,74,0,0,100,61,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061223,0,0,0,150,33,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061224,0,0,0,106,0,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061225,97,0,0,50,6,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061226,0,0,0,133,39,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061227,0,0,0,83,-11,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061228,0,0,0,94,-11,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061229,0,0,0,117,-17,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061230,0,0,0,150,-17,,,
GHCND:USC00443229,FRONT ROYAL VA US,20061231,-9999,0,0,100,50,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070101,0,0,0,89,44,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070102,0,0,0,106,-17,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070103,0,0,0,150,-11,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070104,8,0,0,183,44,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070105,46,0,0,172,128,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070106,0,0,0,200,72,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070107,132,0,0,100,39,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070108,38,0,0,117,-17,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070109,0,0,0,67,-17,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070110,0,0,0,22,-61,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070111,0,0,0,61,-56,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070112,0,0,0,133,44,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070113,0,0,0,189,111,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070114,0,0,0,206,139,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070115,5,0,0,206,89,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070116,0,0,0,89,-61,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070117,0,0,0,6,-67,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070118,0,0,0,28,-50,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070119,0,0,0,61,-11,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070120,0,0,0,17,-61,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070121,38,25,38,-28,-61,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070122,0,0,0,39,-33,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070123,0,0,0,44,-33,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070124,0,0,0,39,-17,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070125,0,0,0,11,-106,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070126,0,0,0,-6,-111,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070127,0,0,0,161,-72,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070128,0,0,0,44,-83,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070129,0,0,0,-11,-83,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070130,0,0,0,50,-83,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070131,0,0,0,6,-78,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070201,0,0,0,22,-33,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070202,0,0,0,11,-67,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070203,0,0,0,33,-72,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070204,0,0,0,17,-111,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070205,0,0,0,-39,-144,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070206,76,76,81,-78,-144,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070207,0,51,0,-22,-122,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070208,0,25,0,-17,-139,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070209,0,25,0,6,-100,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070210,0,0,0,22,-133,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070211,0,0,0,33,-122,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070212,0,0,0,50,-67,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070213,0,127,0,0,-56,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070214,0,0,0,11,-94,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070215,0,0,0,-39,-106,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070216,0,76,0,-11,-111,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070217,0,76,0,33,-94,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070218,0,76,0,-11,-94,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070219,0,51,0,83,-94,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070220,127,25,0,139,22,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070221,0,25,0,128,0,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070222,0,0,0,128,-11,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070223,0,0,0,39,-61,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070224,18,25,18,83,-61,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070225,89,102,89,11,-6,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070226,0,51,0,83,-17,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070227,0,25,0,106,-39,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070228,0,0,0,100,-28,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070301,76,0,0,106,-11,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070302,5,0,0,167,11,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070303,0,0,0,128,-17,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070304,0,0,0,17,-22,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070305,0,0,0,89,-78,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070306,0,0,0,22,-28,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070307,51,51,51,17,-111,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070308,0,0,0,28,-100,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070309,0,0,0,106,-111,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070310,76,0,0,194,17,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070311,0,0,0,156,-11,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070312,0,0,0,172,-28,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070313,0,0,0,244,72,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070314,8,0,0,244,117,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070315,193,0,0,239,11,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070316,203,102,102,11,-22,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070317,0,76,0,17,-28,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070318,0,51,0,44,-44,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070319,0,0,0,156,-50,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070320,0,0,0,172,44,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070321,0,0,0,89,33,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070322,0,0,0,244,61,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070323,18,0,0,222,111,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070324,3,0,0,178,72,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070325,0,0,0,217,56,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070326,0,0,0,217,50,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070327,0,0,0,267,128,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070328,0,0,0,228,50,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070329,0,0,0,172,-11,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070330,0,0,0,228,-6,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070331,0,0,0,183,50,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070401,0,0,0,161,83,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070402,81,0,0,261,83,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070403,0,0,0,294,89,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070404,0,0,0,194,17,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070405,0,0,0,61,0,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070406,0,0,25,67,-22,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070407,0,0,0,39,-28,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070408,0,0,0,61,-22,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070409,0,0,0,94,-11,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070410,0,0,0,144,-22,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070411,117,0,0,94,44,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070412,18,0,0,144,50,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070413,0,0,0,139,11,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070414,178,0,0,100,61,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070415,241,0,0,100,44,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070416,0,0,0,72,44,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070417,0,0,0,122,44,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070418,0,0,0,133,44,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070419,0,0,0,139,28,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070420,0,0,-9999,228,22,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070421,0,-9999,-9999,267,39,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070422,0,-9999,-9999,300,72,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070423,0,-9999,-9999,300,189,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070424,0,-9999,-9999,311,122,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070425,0,-9999,-9999,256,111,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070426,432,-9999,-9999,189,111,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070427,46,-9999,-9999,200,111,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070428,0,-9999,-9999,206,128,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070429,0,-9999,-9999,217,117,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070430,0,-9999,-9999,233,111,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070501,0,0,0,233,106,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070502,0,0,0,300,122,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070503,0,0,0,178,122,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070504,0,0,0,217,111,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070505,20,0,0,167,72,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070506,0,0,0,172,39,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070507,0,0,0,211,28,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070508,0,0,0,267,33,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070509,0,0,0,289,117,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070510,8,0,0,283,156,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070511,0,0,0,306,150,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070512,500,0,0,256,117,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070513,0,0,0,217,44,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070514,0,0,0,244,44,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070515,0,0,0,311,111,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070516,38,0,0,272,111,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070517,0,0,0,211,106,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070518,193,0,0,117,89,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070519,0,0,0,211,78,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070520,0,0,0,256,128,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070521,0,0,0,239,94,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070522,0,0,0,256,106,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070523,0,0,0,261,128,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070524,0,0,0,289,128,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070525,0,0,0,317,150,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070526,0,0,0,328,167,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070527,140,0,0,328,167,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070528,0,0,0,306,161,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070529,0,0,0,306,144,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070530,0,0,0,328,144,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070531,0,0,0,328,172,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070601,0,0,0,317,172,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070602,0,0,0,306,167,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070603,274,0,0,206,172,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070604,0,0,0,256,172,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070605,0,0,0,261,150,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070606,0,0,0,250,111,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070607,0,0,0,311,111,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070608,5,0,0,344,189,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070609,0,0,0,300,117,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070610,0,0,0,306,117,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070611,0,0,0,311,117,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070612,33,0,0,311,128,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070613,51,0,0,311,150,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070614,36,0,0,306,139,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070615,0,0,0,222,133,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070616,0,0,0,283,139,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070617,0,0,0,322,144,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070618,25,0,0,344,194,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070619,66,0,0,333,194,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070620,0,0,0,278,150,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070621,99,0,0,300,128,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070622,0,0,0,261,106,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070623,0,0,0,250,111,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070624,0,0,0,283,111,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070625,25,0,0,306,111,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070626,0,0,0,339,200,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070627,0,0,0,339,217,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070628,89,0,0,328,211,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070629,274,0,0,244,194,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070630,0,0,0,283,133,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070701,0,0,0,261,106,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070702,0,0,0,267,106,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070703,0,0,0,261,128,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070704,8,0,0,294,178,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070705,104,0,0,256,178,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070706,0,0,0,306,167,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070707,0,0,0,317,167,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070708,0,0,0,328,161,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070709,0,0,0,356,189,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070710,0,0,0,328,211,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070711,46,0,0,283,161,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070712,0,0,0,289,161,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070713,0,0,0,267,150,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070714,0,0,0,306,144,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070715,56,0,0,322,189,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070716,81,0,0,317,167,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070717,0,0,0,322,167,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070718,0,0,0,300,200,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070719,5,0,0,300,206,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070720,0,0,0,272,133,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070721,0,0,0,289,128,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070722,0,0,0,306,128,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070723,0,0,0,283,156,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070724,15,0,0,278,156,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070725,5,0,0,272,156,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070726,0,0,0,311,189,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070727,56,0,0,317,178,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070728,3,0,0,322,178,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070729,0,0,0,311,194,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070730,0,0,0,322,189,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070731,0,0,0,339,172,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070801,0,0,0,356,167,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070802,0,0,0,361,183,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070803,0,0,0,344,200,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070804,0,0,0,339,206,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070805,28,0,0,283,211,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070806,0,0,0,333,211,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070807,0,0,0,356,211,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070808,0,0,0,372,233,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070809,191,0,0,339,211,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070810,0,0,0,322,228,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070811,0,0,0,322,167,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070812,0,0,0,333,167,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070813,0,0,0,333,156,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070814,0,0,0,311,144,,,
GHCND:USC00443229,FRONT ROYAL VA US,20070815,0,0,0,339,139,,,
